,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_pre_accuracy,QoS,served_accuracy,post-QoS
0,0,0.9123203210696437,0.641084599002598,20,0.7318329811096191,1,134,134,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.38740913868290683,0.7940226171243941,0.8954769569738646
1,1,0.9715137884419276,0.6232245111896698,21,0.6401686668395996,1,269,272,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.43242867152783565,0.7940226171243941,0.9027823365162684
2,2,0.8690168968164445,0.5659896882414411,22,0.7018306255340576,1,81,81,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.4844934920192212,0.7940226171243941,0.8945823915076666
3,3,0.9803430702134387,0.44792529427249334,23,0.7152321338653564,1,67,67,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.43495771579239756,0.7940226171243941,0.7731863536590462
4,4,0.9219989927950103,0.5741551708790256,24,0.7708730697631836,1,254,254,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.4089976692550768,0.7940226171243941,0.837652862722613
5,5,0.982842763104715,0.3913887706463275,25,0.7676229476928711,1,278,277,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.39819904882562757,0.7940226171243941,0.7174728384865678
6,6,0.9890993881158514,0.5889615575428491,26,0.8674850463867188,1,113,113,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.3928289979749251,0.7940226171243941,0.7631998700823366
7,7,0.934920929869717,0.6950541594829891,27,0.7750763893127441,1,320,320,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.4071750588615871,0.7940226171243941,0.8895397287124611
8,8,0.9910269239620793,0.6089668800438136,28,0.6685714721679688,1,282,282,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.4160424173274205,0.7940226171243941,0.8716955505190799
9,9,0.8446283593329658,0.4260784660778161,29,0.7143986225128174,1,67,67,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.4843095849548766,0.7940226171243941,0.8305370506782135
10,10,0.9123203210696437,0.641084599002598,20,0.7212703227996826,1,134,134,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.38740913868290683,0.7940226171243941,0.9007582861288329
11,11,0.9715137884419276,0.6232245111896698,21,0.698178768157959,1,269,272,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.43242867152783565,0.7940226171243941,0.8737772858570887
12,12,0.8690168968164445,0.5659896882414411,22,0.6177308559417725,1,81,81,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.4844934920192212,0.7940226171243941,0.9366322763038092
13,13,0.9803430702134387,0.44792529427249334,23,0.6087489128112793,1,67,67,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.43495771579239756,0.7940226171243941,0.8264279641860848
14,14,0.9219989927950103,0.5741551708790256,24,0.6292784214019775,1,254,254,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.4089976692550768,0.7940226171243941,0.908450186903216
15,15,0.982842763104715,0.3913887706463275,25,0.7035491466522217,1,278,277,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.39819904882562757,0.7940226171243941,0.7495097390068926
16,16,0.9890993881158514,0.5889615575428491,26,0.6987531185150146,1,113,113,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.3928289979749251,0.7940226171243941,0.8475658340181886
17,17,0.934920929869717,0.6950541594829891,27,0.6837880611419678,1,320,320,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.4071750588615871,0.7940226171243941,0.9295508436273385
18,18,0.9910269239620793,0.6089668800438136,28,0.6109168529510498,1,282,282,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.4160424173274205,0.7940226171243941,0.9005228601275393
19,19,0.8446283593329658,0.4260784660778161,29,0.6319637298583984,1,67,67,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.4843095849548766,0.7940226171243941,0.871754497005423
20,20,0.9123203210696437,0.641084599002598,20,0.6109552383422852,1,134,134,False,False,AGP,0,rpi4-1,DenseNet,0.77138,0.38740913868290683,0.7940226171243941,0.9408511480273752
21,21,0.9715137884419276,0.6232245111896698,21,0.5797510147094727,1,269,272,False,False,AGP,0,rpi4-1,DenseNet,0.77138,0.43242867152783565,0.7940226171243941,0.9112544143412333
22,22,0.8690168968164445,0.5659896882414411,22,0.5954325199127197,1,81,81,False,False,AGP,0,rpi4-1,DenseNet,0.77138,0.4844934920192212,0.7940226171243941,0.9477814443183356
23,23,0.9803430702134387,0.44792529427249334,23,0.6674802303314209,1,67,67,False,False,AGP,0,rpi4-1,DenseNet,0.77138,0.43495771579239756,0.7940226171243941,0.797062305426014
