,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_pre_accuracy,QoS,served_accuracy,post-QoS
0,0,0.8831745765139662,0.5482254379182073,20,0.8639917373657227,1,127,127,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.38644431318886996,0.7466349960411718,0.773847060039845
1,1,0.9259901628815574,0.4304423243882481,21,0.6296164989471436,1,53,53,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.3879415754839379,0.7466349960411718,0.8107353293003594
2,2,0.9223719842855431,0.6781707176298923,22,0.6923151016235352,1,239,239,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.412738761966799,0.7466349960411718,0.9050593138809929
3,3,0.9997690861548351,0.35121348102358996,23,0.734668493270874,1,141,141,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.40130488239855105,0.7466349960411718,0.6817054488195263
4,4,0.8331859456886768,0.5472395450778698,24,0.8927669525146484,1,61,61,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.45523671616239525,0.7466349960411718,0.7839608214578582
5,5,0.8265519367941866,0.5863067911279659,25,0.6977932453155518,1,149,149,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.3906912903823119,0.7466349960411718,0.9042983025296997
6,6,0.9664607751487062,0.5651364770290894,26,0.9408998489379883,1,946,322,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.39484025021515795,0.7466349960411718,0.7022054244917834
7,7,0.9414330485854664,0.3657629493858551,27,1.3831803798675537,1,216,216,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.5,0.7466349960411718,0.4026009737278527
8,8,0.9700812695922839,0.3578200368352451,28,1.8452911376953125,1,93,93,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.5,0.7466349960411718,0.38827686322444394
9,9,0.9715863058708125,0.4121367938791464,29,0.999406099319458,1,193,187,False,False,Optimal,0,rpi4-1,DenseNet,0.77138,0.4011561588271007,0.7466349960411718,0.5938896923650239
10,10,0.8831745765139662,0.5482254379182073,20,1.0421562194824219,1,127,127,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.38644431318886996,0.7466349960411718,0.6847648189814954
11,11,0.9259901628815574,0.4304423243882481,21,0.8659753799438477,1,53,53,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.3879415754839379,0.7466349960411718,0.6925558888020074
12,12,0.9223719842855431,0.6781707176298923,22,0.7310464382171631,1,239,239,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.412738761966799,0.7466349960411718,0.885693645584179
13,13,0.9997690861548351,0.35121348102358996,23,0.6740810871124268,1,141,141,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.40130488239855105,0.7466349960411718,0.71199915189875
14,14,0.8331859456886768,0.5472395450778698,24,0.6749868392944336,1,61,61,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.45523671616239525,0.7466349960411718,0.8928508780679656
15,15,0.8265519367941866,0.5863067911279659,25,0.7649655342102051,1,149,149,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.3906912903823119,0.7466349960411718,0.870712158082373
16,16,0.9664607751487062,0.5651364770290894,26,0.7865326404571533,1,946,322,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.39484025021515795,0.7466349960411718,0.7793890287322008
17,17,0.9414330485854664,0.3657629493858551,27,0.7704687118530273,1,216,216,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.5,0.7466349960411718,0.7002480924942666
18,18,0.9700812695922839,0.3578200368352451,28,0.6901731491088867,1,93,93,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.5,0.7466349960411718,0.7221003070876231
19,19,0.9715863058708125,0.4121367938791464,29,0.7159755229949951,1,193,187,False,False,EGP,0,rpi4-1,DenseNet,0.77138,0.4011561588271007,0.7466349960411718,0.7356049805272553
20,20,0.8831745765139662,0.5482254379182073,20,0.7676355838775635,1,127,127,False,False,AGP,0,rpi4-1,DenseNet,0.77138,0.38644431318886996,0.7466349960411718,0.8220251367839246
21,21,0.9259901628815574,0.4304423243882481,21,0.6841228008270264,1,53,53,False,False,AGP,0,rpi4-1,DenseNet,0.77138,0.3879415754839379,0.7466349960411718,0.783482178360418
22,22,0.9223719842855431,0.6781707176298923,22,0.6147348880767822,1,239,239,False,False,AGP,0,rpi4-1,DenseNet,0.77138,0.412738761966799,0.7466349960411718,0.9121315058778143
23,23,0.9997690861548351,0.35121348102358996,23,0.7500617504119873,1,141,141,False,False,AGP,0,rpi4-1,DenseNet,0.77138,0.40130488239855105,0.7466349960411718,0.6740088202489697
24,24,0.8331859456886768,0.5472395450778698,24,0.7305355072021484,1,61,61,False,False,AGP,0,rpi4-1,DenseNet,0.77138,0.45523671616239525,0.7466349960411718,0.8650765441141082
25,25,0.8265519367941866,0.5863067911279659,25,0.6431231498718262,1,149,149,False,False,AGP,0,rpi4-1,DenseNet,0.77138,0.3906912903823119,0.7466349960411718,0.9316333502515625
26,26,0.9664607751487062,0.5651364770290894,26,0.5692930221557617,1,946,322,False,False,AGP,0,rpi4-1,DenseNet,0.77138,0.39484025021515795,0.7466349960411718,0.8880088378828966
27,27,0.9414330485854664,0.3657629493858551,27,0.5925800800323486,1,216,216,False,False,AGP,0,rpi4-1,DenseNet,0.77138,0.5,0.7466349960411718,0.7891924084046059
28,28,0.9700812695922839,0.3578200368352451,28,0.693925142288208,1,93,93,False,False,AGP,0,rpi4-1,DenseNet,0.77138,0.5,0.7466349960411718,0.7202243104979624
29,29,0.9715863058708125,0.4121367938791464,29,0.6613733768463135,1,193,187,False,False,AGP,0,rpi4-1,DenseNet,0.77138,0.4011561588271007,0.7466349960411718,0.7629060536015961
