,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_pre_accuracy,QoS,served_accuracy,post-QoS
0,0,0.9523206486579011,0.4109571225993556,10,0.5037076473236084,3,173,173,False,False,Optimal,0,rpi4-1,MobileNet,0.71878,0.8336038449749481,0.7476190476190476,0.8512739371184468
1,1,0.9426682673213889,0.5812945033604897,11,0.3905942440032959,3,53,52,False,False,Optimal,0,rpi4-1,MobileNet,0.71878,0.8351148519664955,0.7476190476190476,0.9024753901488294
2,2,0.9391006251972852,0.5746291542097669,12,0.39183712005615234,3,270,270,False,False,Optimal,0,rpi4-1,MobileNet,0.71878,0.8321988579139481,0.7476190476190476,0.9042592112108812
3,3,0.9415108476625077,0.6201313209655012,13,0.3610680103302002,3,58,33,False,False,Optimal,0,rpi4-1,MobileNet,0.71878,0.8936349102165457,0.7476190476190476,0.9030540999782699
4,4,0.9254328344135796,0.5082212691761997,14,0.2746593952178955,3,257,257,False,False,Optimal,0,rpi4-1,MobileNet,0.71878,0.8459884006293018,0.7476190476190476,0.911093106602734
5,5,0.9870895345920487,0.5034711361068297,15,0.3148667812347412,3,115,115,False,False,Optimal,0,rpi4-1,MobileNet,0.71878,0.8373675728233889,0.7476190476190476,0.8802647565134994
6,6,0.9992765989038058,0.4332403171532292,16,0.2998983860015869,3,322,322,False,False,Optimal,0,rpi4-1,MobileNet,0.71878,0.8383133195789572,0.7476190476190476,0.874171224357621
7,7,0.9263845710760563,0.3914780510424548,17,0.3084428310394287,3,326,326,False,False,Optimal,0,rpi4-1,MobileNet,0.71878,0.8427953374712391,0.7476190476190476,0.9106172382714957
8,8,0.9557119335453226,0.5641602768300096,18,0.3700985908508301,3,233,221,False,False,Optimal,0,rpi4-1,MobileNet,0.71878,0.8426521640407871,0.7476190476190476,0.8959535570368625
9,9,0.991793604899229,0.6076768989541687,19,0.2892649173736572,3,181,181,False,False,Optimal,0,rpi4-1,MobileNet,0.71878,0.9028031501477021,0.7476190476190476,0.8779127213599094
10,10,0.9523206486579011,0.4109571225993556,10,0.33227086067199707,3,173,173,False,False,EGP,0,rpi4-1,MobileNet,0.71878,0.8336038449749481,0.7476190476190476,0.8976491994805733
11,11,0.9426682673213889,0.5812945033604897,11,0.30955982208251953,3,53,52,False,False,EGP,0,rpi4-1,MobileNet,0.71878,0.8351148519664955,0.7476190476190476,0.9024753901488294
12,12,0.9391006251972852,0.5746291542097669,12,0.31522655487060547,3,270,270,False,False,EGP,0,rpi4-1,MobileNet,0.71878,0.8321988579139481,0.7476190476190476,0.9042592112108812
13,13,0.9415108476625077,0.6201313209655012,13,0.29465317726135254,3,58,33,False,False,EGP,0,rpi4-1,MobileNet,0.71878,0.8936349102165457,0.7476190476190476,0.9030540999782699
14,14,0.9254328344135796,0.5082212691761997,14,0.24598050117492676,3,257,257,False,False,EGP,0,rpi4-1,MobileNet,0.71878,0.8459884006293018,0.7476190476190476,0.911093106602734
15,15,0.9870895345920487,0.5034711361068297,15,0.25801610946655273,3,115,115,False,False,EGP,0,rpi4-1,MobileNet,0.71878,0.8373675728233889,0.7476190476190476,0.8802647565134994
16,16,0.9992765989038058,0.4332403171532292,16,0.24847722053527832,3,322,322,False,False,EGP,0,rpi4-1,MobileNet,0.71878,0.8383133195789572,0.7476190476190476,0.874171224357621
17,17,0.9263845710760563,0.3914780510424548,17,0.3293936252593994,3,326,326,False,False,EGP,0,rpi4-1,MobileNet,0.71878,0.8427953374712391,0.7476190476190476,0.9106172382714957
18,18,0.9557119335453226,0.5641602768300096,18,0.2769806385040283,3,233,221,False,False,EGP,0,rpi4-1,MobileNet,0.71878,0.8426521640407871,0.7476190476190476,0.8959535570368625
19,19,0.991793604899229,0.6076768989541687,19,0.2413039207458496,3,181,181,False,False,EGP,0,rpi4-1,MobileNet,0.71878,0.9028031501477021,0.7476190476190476,0.8779127213599094
20,20,0.9523206486579011,0.4109571225993556,10,0.3586113452911377,3,173,173,False,False,AGP,0,rpi4-1,MobileNet,0.71878,0.8336038449749481,0.7476190476190476,0.8976491994805733
21,21,0.9426682673213889,0.5812945033604897,11,0.30686140060424805,3,53,52,False,False,AGP,0,rpi4-1,MobileNet,0.71878,0.8351148519664955,0.7476190476190476,0.9024753901488294
22,22,0.9391006251972852,0.5746291542097669,12,0.29344654083251953,3,270,270,False,False,AGP,0,rpi4-1,MobileNet,0.71878,0.8321988579139481,0.7476190476190476,0.9042592112108812
23,23,0.9415108476625077,0.6201313209655012,13,0.28782081604003906,3,58,33,False,False,AGP,0,rpi4-1,MobileNet,0.71878,0.8936349102165457,0.7476190476190476,0.9030540999782699
24,24,0.9254328344135796,0.5082212691761997,14,0.24446439743041992,3,257,257,False,False,AGP,0,rpi4-1,MobileNet,0.71878,0.8459884006293018,0.7476190476190476,0.911093106602734
25,25,0.9870895345920487,0.5034711361068297,15,0.27387428283691406,3,115,115,False,False,AGP,0,rpi4-1,MobileNet,0.71878,0.8373675728233889,0.7476190476190476,0.8802647565134994
26,26,0.9992765989038058,0.4332403171532292,16,0.42522120475769043,3,322,322,False,False,AGP,0,rpi4-1,MobileNet,0.71878,0.8383133195789572,0.7476190476190476,0.874171224357621
27,27,0.9263845710760563,0.3914780510424548,17,0.7237694263458252,3,326,326,False,False,AGP,0,rpi4-1,MobileNet,0.71878,0.8427953374712391,0.7476190476190476,0.7444715506198105
28,28,0.9557119335453226,0.5641602768300096,18,1.0656652450561523,3,233,221,False,False,AGP,0,rpi4-1,MobileNet,0.71878,0.8426521640407871,0.7476190476190476,0.6452010729237911
29,29,0.991793604899229,0.6076768989541687,19,0.8701176643371582,3,181,181,False,False,AGP,0,rpi4-1,MobileNet,0.71878,0.9028031501477021,0.7476190476190476,0.7466923386684146
30,30,0.9523206486579011,0.4109571225993556,10,0.9814255237579346,3,173,173,False,False,Knapsack,0,rpi4-1,MobileNet,0.71878,0.8336038449749481,0.7476190476190476,0.6124149989012837
31,31,0.9426682673213889,0.5812945033604897,11,0.39296722412109375,3,53,52,False,False,Knapsack,0,rpi4-1,MobileNet,0.71878,0.8351148519664955,0.7476190476190476,0.9024753901488294
