,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_pre_accuracy,QoS,served_accuracy,post-QoS
0,0,0.8787365062973089,0.3426185615076308,0,0.7318308353424072,3,825,611,False,False,OPT,0,jetson,MobileNet,0.71878,0.8462571686641027,0.7153658536585366,0.7237085367632257
1,1,0.997761645542693,0.4774615654605256,1,0.5363903045654297,3,491,491,False,False,OPT,0,jetson,MobileNet,0.71878,0.891683835336536,0.7153658536585366,0.8293377345054698
2,2,0.955848233226926,0.6506056197664556,2,0.6262466907501221,3,756,427,False,False,OPT,0,jetson,MobileNet,0.71878,0.8508889684261087,0.7153658536585366,0.8797588102158053
3,3,0.9062834360413918,0.6110316077617093,3,0.4727497100830078,3,515,514,False,False,OPT,0,jetson,MobileNet,0.71878,0.8563694950056029,0.7153658536585366,0.9045412088085724
4,4,0.9231577090683439,0.4881296620399368,4,0.6253876686096191,3,702,602,False,False,OPT,0,jetson,MobileNet,0.71878,0.848021463881304,0.7153658536585366,0.8274750690102551
5,5,0.9666621013964463,0.4872327903905714,5,0.5407254695892334,3,380,382,False,False,OPT,0,jetson,MobileNet,0.71878,0.8341705773123811,0.7153658536585366,0.8476055365317141
6,6,0.980041307743762,0.5573609052490707,6,0.4669911861419678,3,376,376,False,False,OPT,0,jetson,MobileNet,0.71878,0.8697501778797629,0.7153658536585366,0.8676622729573873
7,7,0.9479967214853334,0.6920560133883316,7,0.31679368019104004,3,613,613,False,False,OPT,0,jetson,MobileNet,0.71878,0.8332981760247629,0.7153658536585366,0.8836845660866015
8,8,0.9782211409170544,0.6316685422520535,8,0.29755592346191406,3,562,562,False,False,OPT,0,jetson,MobileNet,0.71878,0.840994797480298,0.7153658536585366,0.868572356370741
9,9,0.9945437497219575,0.49814776912776004,9,0.33947300910949707,3,540,540,False,False,OPT,0,jetson,MobileNet,0.71878,0.843165334317289,0.7153658536585366,0.8604110519682895
10,10,0.9959947640406658,0.48306672861314065,10,0.3297767639160156,3,568,568,False,False,OPT,0,jetson,MobileNet,0.71878,0.847539388254526,0.7153658536585366,0.8596855448089353
11,11,0.9869970589747327,0.4278213711513081,11,0.3935089111328125,3,440,440,False,False,OPT,0,jetson,MobileNet,0.71878,0.8469036391169094,0.7153658536585366,0.8641843973419019
12,12,0.9833719141327311,0.5816361141079857,12,0.6376481056213379,3,521,521,False,False,OPT,0,jetson,MobileNet,0.71878,0.884220760213518,0.7153658536585366,0.8379909740062266
13,13,0.9921487526399145,0.38830100038846244,13,0.5309147834777832,3,546,546,False,False,OPT,0,jetson,MobileNet,0.71878,0.8644755339125431,0.7153658536585366,0.7903016589646505
14,14,0.8550947292956366,0.5155354426048165,14,0.34293699264526367,3,377,377,False,False,OPT,0,jetson,MobileNet,0.71878,0.8800541381945592,0.7153658536585366,0.93013556218145
15,15,0.85524585509398,0.5899819008012819,15,0.37744903564453125,3,578,578,False,False,OPT,0,jetson,MobileNet,0.71878,0.8778966472865561,0.7153658536585366,0.9300599992822782
16,16,0.9377373556758025,0.5573529548160497,16,0.5284349918365479,3,435,434,False,False,OPT,0,jetson,MobileNet,0.71878,0.8977813734117861,0.7153658536585366,0.8888142489913671
17,17,0.913157982511338,0.4760236211163153,17,0.6203560829162598,3,356,356,False,False,OPT,0,jetson,MobileNet,0.71878,0.8429090350114974,0.7153658536585366,0.828937704673627
18,18,0.9987544788625384,0.7747994950260082,18,0.4357898235321045,3,447,447,False,False,OPT,0,jetson,MobileNet,0.71878,0.8372651735015761,0.7153658536585366,0.8583056873979991
19,19,0.8536990216531642,0.4480748956889367,19,0.40871524810791016,3,447,473,False,False,OPT,0,jetson,MobileNet,0.71878,0.9230121562476487,0.7153658536585366,0.9308334160026861
20,20,0.921411502701731,0.35924652676447966,20,0.49081993103027344,3,345,345,False,False,OPT,0,jetson,MobileNet,0.71878,0.8505822863895127,0.7153658536585366,0.8311904733455059
21,21,0.9421619340593365,0.3494947630405302,21,0.5240612030029297,3,525,525,False,False,OPT,0,jetson,MobileNet,0.71878,0.8769384842127037,0.7153658536585366,0.7993187398184003
22,22,0.8919105073020038,0.549615033009405,22,0.5618503093719482,3,626,626,False,False,OPT,0,jetson,MobileNet,0.71878,0.8473963601638048,0.7153658536585366,0.9056100349969947
23,23,0.9646201802069108,0.42989164226231663,23,0.44011545181274414,3,497,497,False,False,OPT,0,jetson,MobileNet,0.71878,0.9100943371919776,0.7153658536585366,0.8702609319505992
24,24,0.7148810778006185,0.5001155701717664,24,0.5295901298522949,3,345,385,False,False,OPT,0,jetson,MobileNet,0.71878,0.8430527611837048,0.7153658536585366,0.9852627201597357
25,25,0.9375980302507125,0.4512022891023064,25,0.38204455375671387,3,640,640,False,False,OPT,0,jetson,MobileNet,0.71878,0.8365832324358518,0.7153658536585366,0.888883911703912
26,26,0.7594108273857371,0.7584684836600728,26,0.21648192405700684,3,958,649,False,False,OPT,0,jetson,MobileNet,0.71878,0.8323375100691872,0.7153658536585366,0.9779775131363997
27,27,0.9864372819333279,0.8185398082942243,27,0.3676910400390625,3,409,409,False,False,OPT,0,jetson,MobileNet,0.71878,0.8335616412144408,0.7153658536585366,0.8644642858626044
28,28,0.9044251337663539,0.6957197643030931,28,0.4240727424621582,3,345,354,False,False,OPT,0,jetson,MobileNet,0.71878,0.8810936767594522,0.7153658536585366,0.9054703599460914
29,29,0.95080620391645,0.6843584431262957,29,0.3435037136077881,3,501,501,False,False,OPT,0,jetson,MobileNet,0.71878,0.9241988339971259,0.7153658536585366,0.8822798248710433
30,30,0.9763671265271952,0.36878451494113895,30,0.3885657787322998,3,882,621,False,False,OPT,0,jetson,MobileNet,0.71878,0.8482684284235489,0.7153658536585366,0.8596087316700902
31,31,0.9925418727279027,0.6076202862928044,31,0.4374833106994629,3,375,375,False,False,OPT,0,jetson,MobileNet,0.71878,0.8688208316156869,0.7153658536585366,0.8614119904653169
32,32,0.9962145410517504,0.6452928459332081,32,0.37773966789245605,3,792,600,False,False,OPT,0,jetson,MobileNet,0.71878,0.8447720391612138,0.7153658536585366,0.859575656303393
33,33,0.9294669226966726,0.40765696470375523,33,0.49611806869506836,3,377,377,False,False,OPT,0,jetson,MobileNet,0.71878,0.8993820800303904,0.7153658536585366,0.8487189134852754
34,34,0.940873879276666,0.4855818005715708,34,0.3568685054779053,3,648,534,False,False,OPT,0,jetson,MobileNet,0.71878,0.8411954554976794,0.7153658536585366,0.8872459871909353
35,35,0.9523223449645296,0.5149562325359864,35,0.5653104782104492,3,628,625,False,False,OPT,0,jetson,MobileNet,0.71878,0.8413427250089986,0.7153658536585366,0.856344631509772
36,36,0.9094372260106204,0.0812239989744824,36,0.5412509441375732,3,782,664,False,False,OPT,0,jetson,MobileNet,0.71878,0.8326592089246239,0.7153658536585366,0.6729508412424127
37,37,0.8174431544260105,0.5511854709393519,37,0.3660604953765869,3,549,549,False,False,OPT,0,jetson,MobileNet,0.71878,0.8534561296574849,0.7153658536585366,0.948961349616263
38,38,0.9931969962120519,0.5072569482113493,38,0.4261746406555176,3,604,604,False,False,OPT,0,jetson,MobileNet,0.71878,0.8792991243516071,0.7153658536585366,0.8610844287232423
39,39,0.7990635561133053,0.3920491426017947,39,0.2631065845489502,3,441,438,False,False,OPT,0,jetson,MobileNet,0.71878,0.902333320779428,0.7153658536585366,0.9581511487726156
40,40,0.9540746966536057,0.731910886407293,40,0.3631253242492676,3,607,607,False,False,OPT,0,jetson,MobileNet,0.71878,0.9463097241275475,0.7153658536585366,0.8806455785024654
41,41,0.9379536971256915,0.5819068677335076,41,0.21508073806762695,3,370,371,False,False,OPT,0,jetson,MobileNet,0.71878,0.8504277289623361,0.7153658536585366,0.8887060782664225
42,42,0.8928337060553384,0.5393258504172453,42,0.2832798957824707,3,354,354,False,False,OPT,0,jetson,MobileNet,0.71878,0.8674619006305003,0.7153658536585366,0.9112660738015991
43,43,0.8200292056914745,0.6279247763465294,43,0.4755825996398926,3,417,417,False,False,OPT,0,jetson,MobileNet,0.71878,0.8531873291833021,0.7153658536585366,0.9476683239835311
44,44,0.9334335296814187,0.3336194303300495,44,0.5633537769317627,3,560,560,False,False,OPT,0,jetson,MobileNet,0.71878,0.8458859538178276,0.7153658536585366,0.7760989886877023
45,45,0.9662909689983177,0.28783836312797395,45,0.2179245948791504,3,510,510,False,False,OPT,0,jetson,MobileNet,0.71878,0.8525840030394419,0.7153658536585366,0.8745374423301094
46,46,0.9634958944488067,0.4805640014345792,46,0.20498108863830566,3,978,639,False,False,OPT,0,jetson,MobileNet,0.71878,0.8505534194276452,0.7153658536585366,0.875934979604865
47,47,0.8865383883420133,0.47533349795705876,47,0.3132588863372803,3,641,641,False,False,OPT,0,jetson,MobileNet,0.71878,0.8331417411978106,0.7153658536585366,0.9144137326582616
48,48,0.973447826180816,0.4944827396694689,48,0.39876437187194824,3,954,616,False,False,OPT,0,jetson,MobileNet,0.71878,0.8385618952419036,0.7153658536585366,0.8709590137388603
49,49,0.9848919983811042,0.5200893259308614,49,0.3144381046295166,3,414,414,False,False,OPT,0,jetson,MobileNet,0.71878,0.8958834440006196,0.7153658536585366,0.8652369276387162
50,50,0.9913053953090769,0.5996017718216233,50,0.39466142654418945,3,489,489,False,False,OPT,0,jetson,MobileNet,0.71878,0.8538087278531123,0.7153658536585366,0.8620302291747298
51,51,0.8915714776687744,0.511304388625038,51,0.37595129013061523,3,416,416,False,False,OPT,0,jetson,MobileNet,0.71878,0.8854891557707265,0.7153658536585366,0.9118971879948811
52,52,0.9754520427425276,0.5375218947689704,52,0.5241878032684326,3,666,666,False,False,OPT,0,jetson,MobileNet,0.71878,0.8634946868482887,0.7153658536585366,0.8699569054580045
53,53,0.9651186071599918,0.3802261611095906,53,0.3927030563354492,3,474,474,False,False,OPT,0,jetson,MobileNet,0.71878,0.8507104123003479,0.7153658536585366,0.8688851756363432
54,54,0.9963968322193493,0.33132396458019087,54,0.25869297981262207,3,563,473,False,False,OPT,0,jetson,MobileNet,0.71878,0.8316416412583658,0.7153658536585366,0.8594845107195936
55,55,0.9798438916578146,0.5810921040458098,55,0.2830178737640381,3,515,515,False,False,OPT,0,jetson,MobileNet,0.71878,0.8508721598102464,0.7153658536585366,0.867760981000361
56,56,0.9726683832537018,0.43491450768383005,56,0.2880988121032715,3,396,396,False,False,OPT,0,jetson,MobileNet,0.71878,0.8506704380985555,0.7153658536585366,0.8713487352024174
57,57,0.9266465995375777,0.4756692245294674,57,0.2590789794921875,3,709,434,False,False,OPT,0,jetson,MobileNet,0.71878,0.903259189868457,0.7153658536585366,0.8943596270604794
58,58,0.9884515087299157,0.18730294325398222,58,0.29443359375,3,372,369,False,False,OPT,0,jetson,MobileNet,0.71878,0.8334919261079887,0.7153658536585366,0.8098918472163015
59,59,0.8446516245451858,0.33376304907769316,59,0.2552218437194824,3,688,409,False,False,OPT,0,jetson,MobileNet,0.71878,0.8515688728446429,0.7153658536585366,0.9353571145566754
60,60,0.9894996920824182,0.4369860307444609,60,0.25263094902038574,3,350,350,False,False,OPT,0,jetson,MobileNet,0.71878,0.8396044427162007,0.7153658536585366,0.8629330807880592
61,61,0.955399413928268,0.4648174509339318,61,0.3507516384124756,3,622,622,False,False,OPT,0,jetson,MobileNet,0.71878,0.8416978511701281,0.7153658536585366,0.8799832198651343
62,62,0.9473952497485226,0.5528959156226356,62,0.25585412979125977,3,418,563,False,False,OPT,0,jetson,MobileNet,0.71878,0.8393265578160269,0.7153658536585366,0.883985301955007
63,63,0.9115831881383442,0.43139939924155024,63,0.29918670654296875,3,554,554,False,False,OPT,0,jetson,MobileNet,0.71878,0.9015485709393376,0.7153658536585366,0.9018913327600961
64,64,0.8474858819026287,0.5447943106399487,64,0.2997090816497803,3,552,552,False,False,OPT,0,jetson,MobileNet,0.71878,0.83509661853739,0.7153658536585366,0.9339399858779539
65,65,0.977547515777116,0.36743217921055277,65,0.25301432609558105,3,474,474,False,False,OPT,0,jetson,MobileNet,0.71878,0.8328037191397412,0.7153658536585366,0.8689091689407102
66,66,0.9651873025926604,0.2811045389812543,66,0.26058506965637207,3,788,502,False,False,OPT,0,jetson,MobileNet,0.71878,0.8507866873718803,0.7153658536585366,0.875089275532938
67,67,0.9560058253510868,0.47935899675850124,67,0.2666811943054199,3,525,525,False,False,OPT,0,jetson,MobileNet,0.71878,0.971003069152832,0.7153658536585366,0.8796800141537249
68,68,0.9792047423610942,0.40332181838243664,68,0.2326188087463379,3,659,659,False,False,OPT,0,jetson,MobileNet,0.71878,0.8437402598952002,0.7153658536585366,0.8680805556487212
69,69,0.9200256171841853,0.47953619141100967,69,0.22985291481018066,3,485,477,False,False,OPT,0,jetson,MobileNet,0.71878,0.8371799684103711,0.7153658536585366,0.8976701182371756
70,70,0.8871222372088714,0.39564078076988474,70,0.33254170417785645,3,385,385,False,False,OPT,0,jetson,MobileNet,0.71878,0.8506830241242676,0.7153658536585366,0.9141218082248326
71,71,0.972433912347496,0.5374390806012498,71,0.2644016742706299,3,481,481,False,False,OPT,0,jetson,MobileNet,0.71878,0.8366281503070809,0.7153658536585366,0.8714659706555203
72,72,0.9038683089784791,0.5571147928161697,72,0.45782971382141113,3,529,529,False,False,OPT,0,jetson,MobileNet,0.71878,0.8482336027287305,0.7153658536585366,0.9057487723400287
73,73,0.8387216603098785,0.5806794848136305,73,0.35396862030029297,3,402,402,False,False,OPT,0,jetson,MobileNet,0.71878,0.8784280687321855,0.7153658536585366,0.9383220966743291
74,74,0.9825687575098118,0.7228925479251711,74,0.19852924346923828,3,399,399,False,False,OPT,0,jetson,MobileNet,0.71878,0.8429885243804931,0.7153658536585366,0.8663985480743623
75,75,0.8989849325822483,0.5047247989901911,75,0.2133314609527588,3,625,625,False,False,OPT,0,jetson,MobileNet,0.71878,0.9188600972219887,0.7153658536585366,0.9081904605381441
76,76,0.9613304602723083,0.5025549969235653,76,0.23122286796569824,3,340,340,False,False,OPT,0,jetson,MobileNet,0.71878,0.8758321865451639,0.7153658536585366,0.8770176966931141
77,77,0.9025804451381705,0.36733659028242316,77,0.24457430839538574,3,449,449,False,False,OPT,0,jetson,MobileNet,0.71878,0.8494421864731279,0.7153658536585366,0.906392704260183
78,78,0.9851681719748738,0.53416354498876,78,0.2690916061401367,3,423,424,False,False,OPT,0,jetson,MobileNet,0.71878,0.8494722983203938,0.7153658536585366,0.8650988408418314
79,79,0.9840501565462034,0.6480472751543583,79,0.2130722999572754,3,634,634,False,False,OPT,0,jetson,MobileNet,0.71878,0.9072386861390158,0.7153658536585366,0.8656578485561666
80,80,0.8591736737699496,0.4526541952822774,80,0.22859501838684082,3,352,352,False,False,OPT,0,jetson,MobileNet,0.71878,0.8384037765227441,0.7153658536585366,0.9280960899442935
81,81,0.9166565147223328,0.6310751416832219,81,0.19402766227722168,3,383,383,False,False,OPT,0,jetson,MobileNet,0.71878,0.8445651918931671,0.7153658536585366,0.8993546694681018
82,82,0.8946353573363471,0.6912165709354992,82,0.20642518997192383,3,899,637,False,False,OPT,0,jetson,MobileNet,0.71878,0.8484748439661471,0.7153658536585366,0.9103652481610947
83,83,0.854831208828086,0.2597850469882674,83,0.19934606552124023,3,577,577,False,False,OPT,0,jetson,MobileNet,0.71878,0.8579248316939924,0.7153658536585366,0.9302673224152253
84,84,0.9940946558349941,0.46667058520267013,84,0.2248992919921875,3,592,485,False,False,OPT,0,jetson,MobileNet,0.71878,0.8383864749209687,0.7153658536585366,0.8606355989117712
85,85,0.94967579130959,0.6628578416981877,85,0.20798540115356445,3,338,596,False,False,OPT,0,jetson,MobileNet,0.71878,0.8661362738138102,0.7153658536585366,0.8828450311744733
86,86,0.9948502279982403,0.5658706010924633,86,0.20173168182373047,3,458,458,False,False,OPT,0,jetson,MobileNet,0.71878,0.9158153114509191,0.7153658536585366,0.8602578128301481
87,87,0.8177430810306858,0.3367859277221338,87,0.21445941925048828,3,480,480,False,False,OPT,0,jetson,MobileNet,0.71878,0.9470690680158478,0.7153658536585366,0.9488113863139254
88,88,0.9622547472529238,0.4548559141842331,88,0.2081894874572754,3,392,392,False,False,OPT,0,jetson,MobileNet,0.71878,0.8717098559907617,0.7153658536585366,0.8765555532028064
89,89,0.9022860228832092,0.2556045911722473,89,0.21261954307556152,3,475,475,False,False,OPT,0,jetson,MobileNet,0.71878,0.8325921043421985,0.7153658536585366,0.9065399153876637
90,90,0.7150743850298599,0.4468255984214815,90,0.20309782028198242,3,471,471,False,False,OPT,0,jetson,MobileNet,0.71878,0.84262265506134,0.7153658536585366,1.0
91,91,0.9984708033070939,0.6828134934609478,91,0.19200706481933594,3,637,637,False,False,OPT,0,jetson,MobileNet,0.71878,0.8620945254577486,0.7153658536585366,0.8584475251757213
92,92,0.9988918752721373,0.5192376160236556,92,0.21678996086120605,3,760,651,False,False,OPT,0,jetson,MobileNet,0.71878,0.8472960511301448,0.7153658536585366,0.8582369891931996
93,93,0.9513356533442442,0.6108393283819565,93,0.20589256286621094,3,549,549,False,False,OPT,0,jetson,MobileNet,0.71878,0.8335629156934486,0.7153658536585366,0.8820151001571461
94,94,0.9976834895502079,0.6838171251043035,94,0.18559741973876953,3,352,352,False,False,OPT,0,jetson,MobileNet,0.71878,0.8315440571210625,0.7153658536585366,0.8588411820541644
95,95,0.9933474339178251,0.5959247592205444,95,0.2302994728088379,3,520,520,False,False,OPT,0,jetson,MobileNet,0.71878,0.9244225521736165,0.7153658536585366,0.8610092098703557
96,96,0.8160298708860669,0.5001683841884949,96,0.2381424903869629,3,509,424,False,False,OPT,0,jetson,MobileNet,0.71878,0.8381952716976188,0.7153658536585366,0.9496679913862348
97,97,0.9607044754330233,0.6956827510652296,97,0.20782208442687988,3,489,489,False,False,OPT,0,jetson,MobileNet,0.71878,0.844193480202204,0.7153658536585366,0.8773306891127566
98,98,0.8197161684404777,0.2984416555250712,98,0.2069408893585205,3,448,558,False,False,OPT,0,jetson,MobileNet,0.71878,0.8618695409381825,0.7153658536585366,0.9478248426090294
99,99,0.999722623072392,0.5264108674535913,99,0.24189352989196777,3,646,646,False,False,OPT,0,jetson,MobileNet,0.71878,0.8789645273985531,0.7153658536585366,0.8578216152930722
100,100,0.8787365062973089,0.3426185615076308,0,0.4087185859680176,3,825,611,False,False,EGP,0,jetson,MobileNet,0.71878,0.8462571686641027,0.7153658536585366,0.8852646614504205
101,101,0.997761645542693,0.4774615654605256,1,0.315366268157959,3,491,491,False,False,EGP,0,jetson,MobileNet,0.71878,0.891683835336536,0.7153658536585366,0.8588021040579218
102,102,0.955848233226926,0.6506056197664556,2,0.21024012565612793,3,756,427,False,False,EGP,0,jetson,MobileNet,0.71878,0.8508889684261087,0.7153658536585366,0.8797588102158053
103,103,0.9062834360413918,0.6110316077617093,3,0.24408674240112305,3,515,514,False,False,EGP,0,jetson,MobileNet,0.71878,0.8563694950056029,0.7153658536585366,0.9045412088085724
104,104,0.9231577090683439,0.4881296620399368,4,0.2803502082824707,3,702,602,False,False,EGP,0,jetson,MobileNet,0.71878,0.848021463881304,0.7153658536585366,0.8961040722950964
105,105,0.9666621013964463,0.4872327903905714,5,0.3573276996612549,3,380,382,False,False,EGP,0,jetson,MobileNet,0.71878,0.8341705773123811,0.7153658536585366,0.8743518761310451
106,106,0.980041307743762,0.5573609052490707,6,0.2064356803894043,3,376,376,False,False,EGP,0,jetson,MobileNet,0.71878,0.8697501778797629,0.7153658536585366,0.8676622729573873
107,107,0.9479967214853334,0.6920560133883316,7,0.2973017692565918,3,613,613,False,False,EGP,0,jetson,MobileNet,0.71878,0.8332981760247629,0.7153658536585366,0.8836845660866015
108,108,0.9782211409170544,0.6316685422520535,8,0.19349932670593262,3,562,562,False,False,EGP,0,jetson,MobileNet,0.71878,0.840994797480298,0.7153658536585366,0.868572356370741
109,109,0.9945437497219575,0.49814776912776004,9,0.25170278549194336,3,540,540,False,False,EGP,0,jetson,MobileNet,0.71878,0.843165334317289,0.7153658536585366,0.8604110519682895
110,110,0.9959947640406658,0.48306672861314065,10,0.5156080722808838,3,568,568,False,False,EGP,0,jetson,MobileNet,0.71878,0.847539388254526,0.7153658536585366,0.8434148729750639
111,111,0.9869970589747327,0.4278213711513081,11,0.5979912281036377,3,440,440,False,False,EGP,0,jetson,MobileNet,0.71878,0.8469036391169094,0.7153658536585366,0.7790994688657371
112,112,0.9833719141327311,0.5816361141079857,12,0.20969414710998535,3,521,521,False,False,EGP,0,jetson,MobileNet,0.71878,0.884220760213518,0.7153658536585366,0.8659969697629027
113,113,0.9921487526399145,0.38830100038846244,13,0.6114513874053955,3,546,546,False,False,EGP,0,jetson,MobileNet,0.71878,0.8644755339125431,0.7153658536585366,0.7500333570008444
114,114,0.8550947292956366,0.5155354426048165,14,0.29812049865722656,3,377,377,False,False,EGP,0,jetson,MobileNet,0.71878,0.8800541381945592,0.7153658536585366,0.93013556218145
115,115,0.85524585509398,0.5899819008012819,15,0.3879692554473877,3,578,578,False,False,EGP,0,jetson,MobileNet,0.71878,0.8778966472865561,0.7153658536585366,0.9300599992822782
116,116,0.9377373556758025,0.5573529548160497,16,0.34563112258911133,3,435,434,False,False,EGP,0,jetson,MobileNet,0.71878,0.8977813734117861,0.7153658536585366,0.8888142489913671
117,117,0.913157982511338,0.4760236211163153,17,0.2113628387451172,3,356,356,False,False,EGP,0,jetson,MobileNet,0.71878,0.8429090350114974,0.7153658536585366,0.9011039355735992
118,118,0.9987544788625384,0.7747994950260082,18,0.3101193904876709,3,447,447,False,False,EGP,0,jetson,MobileNet,0.71878,0.8372651735015761,0.7153658536585366,0.8583056873979991
119,119,0.8536990216531642,0.4480748956889367,19,0.21384525299072266,3,447,473,False,False,EGP,0,jetson,MobileNet,0.71878,0.9230121562476487,0.7153658536585366,0.9308334160026861
120,120,0.921411502701731,0.35924652676447966,20,0.23643732070922852,3,345,345,False,False,EGP,0,jetson,MobileNet,0.71878,0.8505822863895127,0.7153658536585366,0.8969771754784028
121,121,0.9421619340593365,0.3494947630405302,21,0.20561671257019043,3,525,525,False,False,EGP,0,jetson,MobileNet,0.71878,0.8769384842127037,0.7153658536585366,0.8866019597996
122,122,0.8919105073020038,0.549615033009405,22,0.27594804763793945,3,626,626,False,False,EGP,0,jetson,MobileNet,0.71878,0.8473963601638048,0.7153658536585366,0.9117276731782664
123,123,0.9646201802069108,0.42989164226231663,23,0.3391702175140381,3,497,497,False,False,EGP,0,jetson,MobileNet,0.71878,0.9100943371919776,0.7153658536585366,0.8753728367258129
124,124,0.7148810778006185,0.5001155701717664,24,0.3207974433898926,3,345,385,False,False,EGP,0,jetson,MobileNet,0.71878,0.8430527611837048,0.7153658536585366,1.0
125,125,0.9375980302507125,0.4512022891023064,25,0.3381917476654053,3,640,640,False,False,EGP,0,jetson,MobileNet,0.71878,0.8365832324358518,0.7153658536585366,0.888883911703912
126,126,0.7594108273857371,0.7584684836600728,26,0.3086824417114258,3,958,649,False,False,EGP,0,jetson,MobileNet,0.71878,0.8323375100691872,0.7153658536585366,0.9779775131363997
127,127,0.9864372819333279,0.8185398082942243,27,0.3160696029663086,3,409,409,False,False,EGP,0,jetson,MobileNet,0.71878,0.8335616412144408,0.7153658536585366,0.8644642858626044
128,128,0.9044251337663539,0.6957197643030931,28,0.3288877010345459,3,345,354,False,False,EGP,0,jetson,MobileNet,0.71878,0.8810936767594522,0.7153658536585366,0.9054703599460914
129,129,0.95080620391645,0.6843584431262957,29,0.26700782775878906,3,501,501,False,False,EGP,0,jetson,MobileNet,0.71878,0.9241988339971259,0.7153658536585366,0.8822798248710433
130,130,0.9763671265271952,0.36878451494113895,30,0.3521084785461426,3,882,621,False,False,EGP,0,jetson,MobileNet,0.71878,0.8482684284235489,0.7153658536585366,0.8694993635656707
131,131,0.9925418727279027,0.6076202862928044,31,0.45256924629211426,3,375,375,False,False,EGP,0,jetson,MobileNet,0.71878,0.8688208316156869,0.7153658536585366,0.8614119904653169
132,132,0.9962145410517504,0.6452928459332081,32,0.6036703586578369,3,792,600,False,False,EGP,0,jetson,MobileNet,0.71878,0.8447720391612138,0.7153658536585366,0.859575656303393
133,133,0.9294669226966726,0.40765696470375523,33,0.5100727081298828,3,377,377,False,False,EGP,0,jetson,MobileNet,0.71878,0.8993820800303904,0.7153658536585366,0.8417415937678682
134,134,0.940873879276666,0.4855818005715708,34,0.5200269222259521,3,648,534,False,False,EGP,0,jetson,MobileNet,0.71878,0.8411954554976794,0.7153658536585366,0.8700234263637446
135,135,0.9523223449645296,0.5149562325359864,35,0.5086455345153809,3,628,625,False,False,EGP,0,jetson,MobileNet,0.71878,0.8413427250089986,0.7153658536585366,0.8815217543470035
