,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,client_id,served_model_name,served_accuracy,QoS,algorithm,mc_run
0,0,1.0,0.0,200,0.27846288681030273,3,331,330,True,True,rpi4-1,MobileNet,0.69,0.7753842782974243,Optimal,0
1,1,1.0,0.0,201,0.23206734657287598,3,186,186,True,True,rpi4-1,MobileNet,0.69,0.786983163356781,Optimal,0
2,2,1.0,0.0,202,0.2373964786529541,3,7,7,True,True,rpi4-1,MobileNet,0.69,0.7856508803367614,Optimal,0
3,3,1.0,0.0,203,0.21318745613098145,3,300,300,True,True,rpi4-1,MobileNet,0.69,0.7917031359672546,Optimal,0
4,4,1.0,0.0,204,0.24150872230529785,3,316,316,True,True,rpi4-1,MobileNet,0.69,0.7846228194236755,Optimal,0
5,5,1.0,0.0,205,0.2128157615661621,3,124,123,True,True,rpi4-1,MobileNet,0.69,0.7917960596084594,Optimal,0
6,6,1.0,0.0,206,0.21600723266601562,3,306,306,True,True,rpi4-1,MobileNet,0.69,0.7909981918334961,Optimal,0
7,7,1.0,0.0,207,0.2226252555847168,3,137,137,True,True,rpi4-1,MobileNet,0.69,0.7893436861038208,Optimal,0
8,8,1.0,0.0,208,0.21608352661132812,3,176,173,True,True,rpi4-1,MobileNet,0.69,0.7909791183471679,Optimal,0
9,9,1.0,0.0,209,0.24158620834350586,3,140,140,True,True,rpi4-1,MobileNet,0.69,0.7846034479141235,Optimal,0
10,10,1.0,0.0,210,0.23667097091674805,3,64,64,True,True,rpi4-1,MobileNet,0.69,0.785832257270813,Optimal,0
11,11,1.0,0.0,211,0.2055497169494629,3,144,144,True,True,rpi4-1,MobileNet,0.69,0.7936125707626343,Optimal,0
12,12,1.0,0.0,212,0.19091796875,3,285,282,True,True,rpi4-1,MobileNet,0.69,0.7972705078125,Optimal,0
13,13,1.0,0.0,213,0.2261183261871338,3,165,165,True,True,rpi4-1,MobileNet,0.69,0.7884704184532165,Optimal,0
14,14,1.0,0.0,214,0.22930335998535156,3,204,155,True,True,rpi4-1,MobileNet,0.69,0.7876741600036621,Optimal,0
15,15,1.0,0.0,215,0.21496200561523438,3,10,10,True,True,rpi4-1,MobileNet,0.69,0.7912594985961914,Optimal,0
16,16,1.0,0.0,216,0.19809317588806152,3,30,32,True,True,rpi4-1,MobileNet,0.69,0.7954767060279846,Optimal,0
17,17,1.0,0.0,217,0.23101091384887695,3,118,118,True,True,rpi4-1,MobileNet,0.69,0.7872472715377807,Optimal,0
18,18,1.0,0.0,218,0.2715749740600586,3,393,108,True,True,rpi4-1,MobileNet,0.69,0.7771062564849853,Optimal,0
19,19,1.0,0.0,219,0.25144505500793457,3,205,224,True,True,rpi4-1,MobileNet,0.69,0.7821387362480163,Optimal,0
20,20,1.0,0.0,220,0.22698497772216797,3,67,66,True,True,rpi4-1,MobileNet,0.69,0.788253755569458,Optimal,0
21,21,1.0,0.0,221,0.24037623405456543,3,299,299,True,True,rpi4-1,MobileNet,0.69,0.7849059414863586,Optimal,0
22,22,1.0,0.0,222,0.24209284782409668,3,86,86,True,True,rpi4-1,MobileNet,0.69,0.7844767880439758,Optimal,0
23,23,1.0,0.0,223,0.2039475440979004,3,75,77,True,True,rpi4-1,MobileNet,0.69,0.7940131139755249,Optimal,0
24,24,1.0,0.0,224,0.2192082405090332,3,5,5,True,True,rpi4-1,MobileNet,0.69,0.7901979398727417,Optimal,0
25,25,1.0,0.0,225,0.19914460182189941,3,190,190,True,True,rpi4-1,MobileNet,0.69,0.7952138495445251,Optimal,0
26,26,1.0,0.0,226,0.2078845500946045,3,250,250,True,True,rpi4-1,MobileNet,0.69,0.7930288624763489,Optimal,0
27,27,1.0,0.0,227,0.2657735347747803,3,28,28,True,True,rpi4-1,MobileNet,0.69,0.7785566163063049,Optimal,0
28,28,1.0,0.0,228,0.21999835968017578,3,208,208,True,True,rpi4-1,MobileNet,0.69,0.790000410079956,Optimal,0
29,29,1.0,0.0,229,0.2050936222076416,3,286,286,True,True,rpi4-1,MobileNet,0.69,0.7937265944480896,Optimal,0
30,30,1.0,0.0,230,0.24006128311157227,3,120,120,True,True,rpi4-1,MobileNet,0.69,0.7849846792221069,Optimal,0
31,31,1.0,0.0,231,0.19853973388671875,3,537,248,True,True,rpi4-1,MobileNet,0.69,0.7953650665283203,Optimal,0
32,32,1.0,0.0,232,0.17689800262451172,3,215,215,True,True,rpi4-1,MobileNet,0.69,0.800775499343872,Optimal,0
33,33,1.0,0.0,233,0.22988653182983398,3,14,14,True,True,rpi4-1,MobileNet,0.69,0.7875283670425415,Optimal,0
34,34,1.0,0.0,234,0.24088811874389648,3,295,295,True,True,rpi4-1,MobileNet,0.69,0.7847779703140259,Optimal,0
35,35,1.0,0.0,235,0.20296216011047363,3,492,67,True,True,rpi4-1,MobileNet,0.69,0.7942594599723816,Optimal,0
36,36,1.0,0.0,236,0.2330920696258545,3,237,237,True,True,rpi4-1,MobileNet,0.69,0.7867269825935364,Optimal,0
37,37,1.0,0.0,237,0.1984548568725586,3,313,313,True,True,rpi4-1,MobileNet,0.69,0.7953862857818603,Optimal,0
38,38,1.0,0.0,238,0.2594273090362549,3,293,293,True,True,rpi4-1,MobileNet,0.69,0.7801431727409363,Optimal,0
39,39,1.0,0.0,239,0.21988844871520996,3,255,255,True,True,rpi4-1,MobileNet,0.69,0.7900278878211975,Optimal,0
40,40,1.0,0.0,240,0.21322870254516602,3,291,291,True,True,rpi4-1,MobileNet,0.69,0.7916928243637085,Optimal,0
41,41,1.0,0.0,241,0.20104241371154785,3,255,255,True,True,rpi4-1,MobileNet,0.69,0.794739396572113,Optimal,0
42,42,1.0,0.0,242,0.21381926536560059,3,4,32,True,True,rpi4-1,MobileNet,0.69,0.7915451836585998,Optimal,0
43,43,1.0,0.0,243,0.19597721099853516,3,180,246,True,True,rpi4-1,MobileNet,0.69,0.7960056972503662,Optimal,0
