,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,client_id,served_model_name,served_accuracy,QoS,algorithm,mc_run
0,0,1.0,0.5,0,0.7635889053344727,3,982,982,True,False,jetson2,MobileNet,0.7933333333333333,0.8307694403330486,Optimal,0
1,1,1.0,0.5,1,0.301694393157959,3,613,844,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
2,2,1.0,0.5,2,0.20081257820129395,3,843,843,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
3,3,1.0,0.5,3,0.23736119270324707,3,620,782,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
4,4,1.0,0.5,4,0.22872018814086914,3,710,710,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
5,5,1.0,0.5,5,0.23502111434936523,3,975,975,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
6,6,1.0,0.5,6,0.21926665306091309,3,704,704,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
7,7,1.0,0.5,7,0.22148561477661133,3,972,972,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
8,8,1.0,0.5,8,0.16811656951904297,3,605,754,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
9,9,1.0,0.5,9,0.13385891914367676,3,673,846,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
10,10,1.0,0.5,10,0.16043591499328613,3,504,968,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
11,11,1.0,0.5,11,0.18665838241577148,3,987,987,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
12,12,1.0,0.5,12,0.16931700706481934,3,774,774,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
13,13,1.0,0.5,13,0.1546461582183838,3,971,971,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
14,14,1.0,0.5,14,0.13015365600585938,3,997,997,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
15,15,1.0,0.5,15,0.14473938941955566,3,831,831,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
16,16,1.0,0.5,16,0.15799784660339355,3,672,672,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
17,17,1.0,0.5,17,0.1356346607208252,3,755,755,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
18,18,1.0,0.5,18,0.1660473346710205,3,560,811,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
19,19,1.0,0.5,19,0.13890552520751953,3,109,973,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
20,20,1.0,0.5,20,0.15823912620544434,3,764,676,True,False,jetson2,MobileNet,0.7933333333333333,0.8966666666666667,Optimal,0
