,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,client_id,served_model_name,served_accuracy,QoS,algorithm,mc_run
0,0,1.0,0.0,100,0.4209744930267334,3,328,328,True,True,rpi4-1,MobileNet,0.64,0.7147563767433167,Optimal,0
1,1,1.0,0.0,101,0.2910339832305908,3,150,150,True,True,rpi4-1,MobileNet,0.64,0.7472415041923524,Optimal,0
2,2,1.0,0.0,102,0.2284557819366455,3,164,165,True,True,rpi4-1,MobileNet,0.64,0.7628860545158387,Optimal,0
3,3,1.0,0.0,103,0.20965266227722168,3,272,271,True,True,rpi4-1,MobileNet,0.64,0.7675868344306946,Optimal,0
4,4,1.0,0.0,104,0.2193918228149414,3,107,107,True,True,rpi4-1,MobileNet,0.64,0.7651520442962647,Optimal,0
5,5,1.0,0.0,105,0.21428680419921875,3,232,232,True,True,rpi4-1,MobileNet,0.64,0.7664282989501954,Optimal,0
6,6,1.0,0.0,106,0.18903398513793945,3,91,95,True,True,rpi4-1,MobileNet,0.64,0.7727415037155152,Optimal,0
7,7,1.0,0.0,107,0.20505666732788086,3,2,2,True,True,rpi4-1,MobileNet,0.64,0.7687358331680298,Optimal,0
8,8,1.0,0.0,108,0.26209568977355957,3,138,21,True,True,rpi4-1,MobileNet,0.64,0.7544760775566102,Optimal,0
9,9,1.0,0.0,109,0.330730676651001,3,2,2,True,True,rpi4-1,MobileNet,0.64,0.7373173308372498,Optimal,0
10,10,1.0,0.0,110,0.24546027183532715,3,223,223,True,True,rpi4-1,MobileNet,0.64,0.7586349320411683,Optimal,0
11,11,1.0,0.0,111,0.23598814010620117,3,104,104,True,True,rpi4-1,MobileNet,0.64,0.7610029649734498,Optimal,0
12,12,1.0,0.0,112,0.2831919193267822,3,289,289,True,True,rpi4-1,MobileNet,0.64,0.7492020201683045,Optimal,0
13,13,1.0,0.0,113,0.24535179138183594,3,621,14,True,True,rpi4-1,MobileNet,0.64,0.7586620521545411,Optimal,0
14,14,1.0,0.0,114,0.2653334140777588,3,298,299,True,True,rpi4-1,MobileNet,0.64,0.7536666464805604,Optimal,0
15,15,1.0,0.0,115,0.22855067253112793,3,69,69,True,True,rpi4-1,MobileNet,0.64,0.7628623318672181,Optimal,0
