,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,client_id,served_model_name,served_accuracy,QoS,algorithm,mc_run
0,0,1.0,0.5,0,0.5250275135040283,3,767,767,True,False,jetson2,MobileNet,0.65,0.8124862432479858,Optimal,0
1,1,1.0,0.5,1,0.24709129333496094,3,620,681,True,False,jetson2,MobileNet,0.65,0.825,Optimal,0
2,2,1.0,0.5,2,0.2523043155670166,3,795,795,True,False,jetson2,MobileNet,0.65,0.825,Optimal,0
3,3,1.0,0.5,3,0.30741333961486816,3,750,892,True,False,jetson2,MobileNet,0.65,0.825,Optimal,0
4,4,1.0,0.5,4,0.2973291873931885,3,934,934,True,False,jetson2,MobileNet,0.65,0.825,Optimal,0
5,5,1.0,0.5,5,0.31165647506713867,3,927,927,True,False,jetson2,MobileNet,0.65,0.825,Optimal,0
6,6,1.0,0.5,6,0.19470739364624023,3,709,790,True,False,jetson2,MobileNet,0.65,0.825,Optimal,0
7,7,1.0,0.5,7,0.1717827320098877,3,920,920,True,False,jetson2,MobileNet,0.65,0.825,Optimal,0
8,8,1.0,0.5,8,0.16999459266662598,3,506,792,True,False,jetson2,MobileNet,0.65,0.825,Optimal,0
9,9,1.0,0.5,9,0.13435101509094238,3,995,995,True,False,jetson2,MobileNet,0.65,0.825,Optimal,0
10,10,1.0,0.0,10,0.3526444435119629,3,144,144,True,True,rpi4-1,MobileNet,0.65,0.6486777782440185,Optimal,0
11,11,1.0,0.0,11,0.24593877792358398,3,434,76,True,True,rpi4-1,MobileNet,0.65,0.702030611038208,Optimal,0
12,12,1.0,0.0,12,0.24009275436401367,3,499,103,True,True,rpi4-1,MobileNet,0.65,0.7049536228179931,Optimal,0
13,13,1.0,0.0,13,0.24553418159484863,3,100,100,True,True,rpi4-1,MobileNet,0.65,0.7022329092025756,Optimal,0
14,14,1.0,0.0,14,0.21259617805480957,3,328,328,True,True,rpi4-1,MobileNet,0.65,0.7187019109725952,Optimal,0
15,15,1.0,0.0,15,0.20388531684875488,3,30,30,True,True,rpi4-1,MobileNet,0.65,0.7230573415756225,Optimal,0
16,16,1.0,0.0,16,0.21506381034851074,3,186,186,True,True,rpi4-1,MobileNet,0.65,0.7174680948257446,Optimal,0
17,17,1.0,0.0,17,0.26866626739501953,3,267,267,True,True,rpi4-1,MobileNet,0.65,0.6906668663024902,Optimal,0
18,18,1.0,0.0,18,0.22281289100646973,3,307,307,True,True,rpi4-1,MobileNet,0.65,0.7135935544967651,Optimal,0
19,19,1.0,0.0,19,0.23498225212097168,3,162,167,True,True,rpi4-1,MobileNet,0.65,0.7075088739395141,Optimal,0
20,20,0.5,0.0,20,0.5029301643371582,0,500,500,False,True,jetson,AlexNet,0.6,0.7485349178314209,Optimal,0
21,21,0.5,0.0,21,0.22295928001403809,0,379,381,False,True,jetson,AlexNet,0.6,0.888520359992981,Optimal,0
22,22,0.5,0.0,22,0.20749258995056152,0,655,469,False,True,jetson,AlexNet,0.6,0.8962537050247192,Optimal,0
23,23,0.5,0.0,23,0.1655118465423584,0,339,339,False,True,jetson,AlexNet,0.6,0.9172440767288208,Optimal,0
24,24,0.5,0.0,24,0.3046746253967285,0,503,503,False,True,jetson,AlexNet,0.6,0.8476626873016357,Optimal,0
25,25,0.5,0.0,25,0.3293325901031494,0,338,338,False,True,jetson,AlexNet,0.6,0.8353337049484253,Optimal,0
26,26,0.5,0.0,26,0.28225278854370117,0,526,526,False,True,jetson,AlexNet,0.6,0.8588736057281494,Optimal,0
27,27,0.5,0.0,27,0.1609642505645752,0,541,542,False,True,jetson,AlexNet,0.6,0.9195178747177124,Optimal,0
28,28,0.5,0.0,28,0.1506938934326172,0,365,489,False,True,jetson,AlexNet,0.6,0.9246530532836914,Optimal,0
29,29,0.5,0.0,29,0.15636301040649414,0,455,455,False,True,jetson,AlexNet,0.6,0.9218184947967529,Optimal,0
30,0,1.0,0.0,10,0.2568831443786621,3,144,144,True,True,rpi4-1,MobileNet,0.65,0.6965584278106689,EGP,0
31,1,1.0,0.0,11,0.2594935894012451,3,434,76,True,True,rpi4-1,MobileNet,0.65,0.6952532052993774,EGP,0
32,2,1.0,0.0,12,0.21446013450622559,3,499,103,True,True,rpi4-1,MobileNet,0.65,0.7177699327468872,EGP,0
33,3,1.0,0.0,13,0.3077967166900635,3,100,100,True,True,rpi4-1,MobileNet,0.65,0.6711016416549682,EGP,0
34,4,1.0,0.0,14,0.22258567810058594,3,328,328,True,True,rpi4-1,MobileNet,0.65,0.713707160949707,EGP,0
35,5,1.0,0.0,15,0.22756481170654297,3,30,30,True,True,rpi4-1,MobileNet,0.65,0.7112175941467285,EGP,0
36,6,1.0,0.0,16,0.2041928768157959,3,186,186,True,True,rpi4-1,MobileNet,0.65,0.722903561592102,EGP,0
37,7,1.0,0.0,17,0.191115140914917,3,267,267,True,True,rpi4-1,MobileNet,0.65,0.7294424295425415,EGP,0
38,8,1.0,0.0,18,0.18865060806274414,3,307,307,True,True,rpi4-1,MobileNet,0.65,0.7306746959686279,EGP,0
39,9,1.0,0.0,19,0.20731544494628906,3,162,167,True,True,rpi4-1,MobileNet,0.65,0.7213422775268554,EGP,0
40,10,1.0,0.5,0,0.32324886322021484,3,767,767,True,False,jetson2,MobileNet,0.65,0.825,EGP,0
41,11,1.0,0.5,1,0.16730999946594238,3,620,681,True,False,jetson2,MobileNet,0.65,0.825,EGP,0
