,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,client_id,served_model_name,served_accuracy,QoS,algorithm,mc_run
0,0,1.0,0.0,200,0.3214261531829834,0,310,77,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7029767950375875,Optimal,0
1,1,1.0,0.0,201,0.2837343215942383,0,170,170,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7123997529347738,Optimal,0
2,2,1.0,0.0,202,0.22728633880615234,0,89,89,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7265117486317952,Optimal,0
3,3,1.0,0.0,203,0.2130436897277832,0,309,309,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7300724109013875,Optimal,0
4,4,1.0,0.0,204,0.20673465728759766,0,180,243,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7316496690114339,Optimal,0
5,5,1.0,0.0,205,0.21418094635009766,0,297,297,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7297880967458089,Optimal,0
6,6,1.0,0.0,206,0.22659969329833984,0,58,65,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7266834100087484,Optimal,0
7,7,1.0,0.0,207,0.22920012474060059,0,6,6,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7260333021481832,Optimal,0
8,8,1.0,0.0,208,0.18709397315979004,0,54,311,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7365598400433858,Optimal,0
9,9,1.0,0.0,209,0.2301311492919922,0,304,304,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7258005460103353,Optimal,0
10,10,1.0,0.0,210,0.2051398754119873,0,148,148,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7320483644803365,Optimal,0
11,11,1.0,0.0,211,0.21402454376220703,0,124,71,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7298271973927816,Optimal,0
12,12,1.0,0.0,212,0.20193815231323242,0,162,162,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7328487952550252,Optimal,0
13,13,1.0,0.0,213,0.21399378776550293,0,913,6,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7298348863919576,Optimal,0
14,14,1.0,0.0,214,0.24164605140686035,0,185,185,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7229218204816182,Optimal,0
15,15,1.0,0.0,215,0.3410375118255615,0,242,167,True,True,rpi4-1,AlexNet,0.5666666666666667,0.698073955376943,Optimal,0
16,16,1.0,0.0,216,0.5018436908721924,0,261,261,True,True,rpi4-1,AlexNet,0.5666666666666667,0.6578724106152852,Optimal,0
17,17,1.0,0.0,217,0.4541506767272949,0,263,175,True,True,rpi4-1,AlexNet,0.5666666666666667,0.6697956641515096,Optimal,0
18,18,1.0,0.0,218,0.44797420501708984,0,279,279,True,True,rpi4-1,AlexNet,0.5666666666666667,0.6713397820790609,Optimal,0
19,19,1.0,0.0,219,0.5058019161224365,0,230,230,True,True,rpi4-1,AlexNet,0.5666666666666667,0.6568828543027242,Optimal,0
20,20,1.0,0.0,220,0.48058438301086426,0,87,312,True,True,rpi4-1,AlexNet,0.5666666666666667,0.6631872375806173,Optimal,0
21,21,1.0,0.0,221,0.509213924407959,0,100,100,True,True,rpi4-1,AlexNet,0.5666666666666667,0.6560298522313436,Optimal,0
22,22,1.0,0.0,222,0.4129068851470947,0,86,86,True,True,rpi4-1,AlexNet,0.5666666666666667,0.6801066120465596,Optimal,0
23,23,1.0,0.0,223,0.21024537086486816,0,179,179,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7307719906171163,Optimal,0
24,24,1.0,0.0,224,0.23222661018371582,0,157,151,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7252766807874044,Optimal,0
25,25,1.0,0.0,225,0.20566034317016602,0,244,244,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7319182475407918,Optimal,0
26,26,1.0,0.0,226,0.22498703002929688,0,66,66,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7270865758260091,Optimal,0
27,27,1.0,0.0,227,0.22120118141174316,0,263,263,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7280330379803975,Optimal,0
28,28,1.0,0.0,228,0.27453160285949707,0,312,308,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7147004326184591,Optimal,0
29,29,1.0,0.0,229,0.1863415241241455,0,233,233,True,True,rpi4-1,AlexNet,0.5666666666666667,0.736747952302297,Optimal,0
30,30,1.0,0.0,230,0.23402667045593262,0,225,225,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7248266657193502,Optimal,0
31,31,1.0,0.0,231,0.18392300605773926,0,11,11,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7373525818188985,Optimal,0
32,32,1.0,0.0,232,0.18761944770812988,0,234,165,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7364284714063009,Optimal,0
33,33,1.0,0.0,233,0.2088179588317871,0,249,249,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7311288436253865,Optimal,0
34,34,1.0,0.0,234,0.21468544006347656,0,289,289,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7296619733174642,Optimal,0
35,35,1.0,0.0,235,0.22968435287475586,0,310,34,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7259122451146444,Optimal,0
36,36,1.0,0.0,236,0.20219111442565918,0,961,329,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7327855547269185,Optimal,0
37,37,1.0,0.0,237,0.1864156723022461,0,45,45,True,True,rpi4-1,AlexNet,0.5666666666666667,0.7367294152577718,Optimal,0
