,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,client_id,served_model_name,served_accuracy,QoS,algorithm,mc_run
0,0,1.0,0.0,10,0.29055094718933105,3,179,179,True,True,rpi4-1,MobileNet,0.7,0.7773622632026672,Optimal,0
1,1,1.0,0.0,11,0.26848602294921875,3,239,239,True,True,rpi4-1,MobileNet,0.7,0.7828784942626953,Optimal,0
2,2,1.0,0.0,12,0.23736333847045898,3,130,130,True,True,rpi4-1,MobileNet,0.7,0.7906591653823852,Optimal,0
3,3,1.0,0.0,13,0.2993276119232178,3,16,16,True,True,rpi4-1,MobileNet,0.7,0.7751680970191955,Optimal,0
4,4,1.0,0.0,14,0.2287580966949463,3,124,119,True,True,rpi4-1,MobileNet,0.7,0.7928104758262634,Optimal,0
5,5,1.0,0.0,15,0.2673487663269043,3,326,326,True,True,rpi4-1,MobileNet,0.7,0.7831628084182739,Optimal,0
6,6,1.0,0.0,16,0.1985156536102295,3,154,151,True,True,rpi4-1,MobileNet,0.7,0.8003710865974426,Optimal,0
7,7,1.0,0.0,17,0.19927597045898438,3,93,93,True,True,rpi4-1,MobileNet,0.7,0.8001810073852539,Optimal,0
8,8,1.0,0.0,18,0.21727371215820312,3,16,16,True,True,rpi4-1,MobileNet,0.7,0.7956815719604492,Optimal,0
9,9,1.0,0.0,19,0.21136713027954102,3,182,182,True,True,rpi4-1,MobileNet,0.7,0.7971582174301147,Optimal,0
10,10,1.0,0.5,0,0.5288355350494385,3,812,812,True,False,jetson2,MobileNet,0.7,0.8427911162376404,Optimal,0
11,11,1.0,0.5,1,0.22430944442749023,3,788,788,True,False,jetson2,MobileNet,0.7,0.85,Optimal,0
12,12,1.0,0.5,2,0.21222591400146484,3,440,898,True,False,jetson2,MobileNet,0.7,0.85,Optimal,0
13,13,1.0,0.5,3,0.29000401496887207,3,638,920,True,False,jetson2,MobileNet,0.7,0.85,Optimal,0
14,14,1.0,0.5,4,0.2013249397277832,3,896,896,True,False,jetson2,MobileNet,0.7,0.85,Optimal,0
15,15,1.0,0.5,5,0.18280696868896484,3,485,754,True,False,jetson2,MobileNet,0.7,0.85,Optimal,0
16,16,1.0,0.5,6,0.1950995922088623,3,763,763,True,False,jetson2,MobileNet,0.7,0.85,Optimal,0
17,17,1.0,0.5,7,0.2052621841430664,3,829,829,True,False,jetson2,MobileNet,0.7,0.85,Optimal,0
18,18,1.0,0.5,8,0.19683361053466797,3,777,777,True,False,jetson2,MobileNet,0.7,0.85,Optimal,0
19,19,1.0,0.5,9,0.17528629302978516,3,942,738,True,False,jetson2,MobileNet,0.7,0.85,Optimal,0
20,20,0.0,0.0,20,0.5886490345001221,0,337,337,False,True,jetson,AlexNet,0.7,0.8528377413749695,Optimal,0
21,21,0.0,0.0,21,0.24129414558410645,0,410,468,False,True,jetson,AlexNet,0.7,0.9396764636039734,Optimal,0
22,22,0.0,0.0,22,0.19536972045898438,0,477,499,False,True,jetson,AlexNet,0.7,0.9511575698852539,Optimal,0
23,23,0.0,0.0,23,0.2467339038848877,0,912,513,False,True,jetson,AlexNet,0.7,0.9383165240287781,Optimal,0
24,24,0.0,0.0,24,0.19837403297424316,0,383,383,False,True,jetson,AlexNet,0.7,0.9504064917564392,Optimal,0
25,25,0.0,0.0,25,0.18032145500183105,0,458,458,False,True,jetson,AlexNet,0.7,0.9549196362495422,Optimal,0
26,26,0.0,0.0,26,0.1853024959564209,0,452,452,False,True,jetson,AlexNet,0.7,0.9536743760108948,Optimal,0
27,27,0.0,0.0,27,0.20096349716186523,0,489,489,False,True,jetson,AlexNet,0.7,0.9497591257095337,Optimal,0
28,28,0.0,0.0,28,0.1986083984375,0,534,534,False,True,jetson,AlexNet,0.7,0.950347900390625,Optimal,0
29,29,0.0,0.0,29,0.14810609817504883,0,599,599,False,True,jetson,AlexNet,0.7,0.9629734754562378,Optimal,0
30,0,1.0,0.0,10,0.23972582817077637,3,179,179,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7567352096239726,EGP,0
31,1,1.0,0.0,11,0.2007899284362793,3,239,239,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7664691845575968,EGP,0
32,2,1.0,0.0,12,0.2084188461303711,3,130,130,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7645619551340739,EGP,0
33,3,1.0,0.0,13,0.23080968856811523,3,16,16,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7589642445246378,EGP,0
34,4,1.0,0.0,14,0.2472696304321289,3,124,119,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7548492590586344,EGP,0
35,5,1.0,0.0,15,0.22218847274780273,3,326,326,True,True,rpi4-1,MobileNet,0.6333333333333333,0.761119548479716,EGP,0
36,6,1.0,0.0,16,0.20464134216308594,3,154,151,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7655063311258952,EGP,0
37,7,1.0,0.0,17,0.2073972225189209,3,93,93,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7648173610369364,EGP,0
38,8,1.0,0.0,18,0.22282004356384277,3,16,16,True,True,rpi4-1,MobileNet,0.6333333333333333,0.760961655775706,EGP,0
39,9,1.0,0.0,19,0.1994011402130127,3,182,182,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7668163816134135,EGP,0
40,10,0.0,0.0,20,0.2137308120727539,3,337,337,False,True,jetson,MobileNet,0.6333333333333333,0.9465672969818115,EGP,0
41,11,0.0,0.0,21,0.27207469940185547,3,415,468,False,True,jetson,MobileNet,0.6333333333333333,0.9319813251495361,EGP,0
42,12,0.0,0.0,22,0.2777292728424072,3,587,499,False,True,jetson,MobileNet,0.6333333333333333,0.9305676817893982,EGP,0
43,13,0.0,0.0,23,0.20956707000732422,3,421,513,False,True,jetson,MobileNet,0.6333333333333333,0.947608232498169,EGP,0
44,14,0.0,0.0,24,0.1881859302520752,3,383,383,False,True,jetson,MobileNet,0.6333333333333333,0.9529535174369812,EGP,0
45,15,0.0,0.0,25,0.21098780632019043,3,458,458,False,True,jetson,MobileNet,0.6333333333333333,0.9472530484199524,EGP,0
46,16,0.0,0.0,26,0.1921093463897705,3,452,452,False,True,jetson,MobileNet,0.6333333333333333,0.9519726634025574,EGP,0
47,17,0.0,0.0,27,0.18983125686645508,3,489,489,False,True,jetson,MobileNet,0.6333333333333333,0.9525421857833862,EGP,0
48,18,0.0,0.0,28,0.17287898063659668,3,791,534,False,True,jetson,MobileNet,0.6333333333333333,0.9567802548408508,EGP,0
49,19,0.0,0.0,29,0.19379949569702148,3,410,599,False,True,jetson,MobileNet,0.6333333333333333,0.9515501260757446,EGP,0
50,20,1.0,0.5,0,0.2319633960723877,3,812,812,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,EGP,0
51,21,1.0,0.5,1,0.25365424156188965,3,788,788,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,EGP,0
52,22,1.0,0.5,2,0.2944471836090088,3,440,898,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,EGP,0
53,23,1.0,0.5,3,0.1916348934173584,3,638,920,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,EGP,0
54,24,1.0,0.5,4,0.20193791389465332,3,896,896,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,EGP,0
55,25,1.0,0.5,5,0.2144789695739746,3,485,754,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,EGP,0
56,26,1.0,0.5,6,0.1876392364501953,3,763,763,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,EGP,0
57,27,1.0,0.5,7,0.1910858154296875,3,829,829,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,EGP,0
58,28,1.0,0.5,8,0.1791999340057373,3,777,777,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,EGP,0
59,29,1.0,0.5,9,0.1769239902496338,3,942,738,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,EGP,0
60,0,1.0,0.0,10,0.21226191520690918,3,179,179,True,True,rpi4-1,MobileNet,0.7,0.7969345211982727,AGP,0
61,1,1.0,0.0,11,0.19721651077270508,3,239,239,True,True,rpi4-1,MobileNet,0.7,0.8006958723068237,AGP,0
62,2,1.0,0.0,12,0.20278358459472656,3,130,130,True,True,rpi4-1,MobileNet,0.7,0.7993041038513183,AGP,0
63,3,1.0,0.0,13,0.21144676208496094,3,16,16,True,True,rpi4-1,MobileNet,0.7,0.7971383094787597,AGP,0
64,4,1.0,0.0,14,0.19403982162475586,3,124,119,True,True,rpi4-1,MobileNet,0.7,0.801490044593811,AGP,0
65,5,1.0,0.0,15,0.23770999908447266,3,326,326,True,True,rpi4-1,MobileNet,0.7,0.7905725002288818,AGP,0
66,6,1.0,0.0,16,0.20418643951416016,3,154,151,True,True,rpi4-1,MobileNet,0.7,0.7989533901214599,AGP,0
67,7,1.0,0.0,17,0.21513652801513672,3,93,93,True,True,rpi4-1,MobileNet,0.7,0.7962158679962158,AGP,0
68,8,1.0,0.0,18,0.19453835487365723,3,16,16,True,True,rpi4-1,MobileNet,0.7,0.8013654112815857,AGP,0
69,9,1.0,0.0,19,0.18947505950927734,3,182,182,True,True,rpi4-1,MobileNet,0.7,0.8026312351226806,AGP,0
70,10,1.0,0.5,0,0.2723209857940674,3,812,812,True,False,jetson2,MobileNet,0.7,0.85,AGP,0
71,11,1.0,0.5,1,0.19744205474853516,3,788,788,True,False,jetson2,MobileNet,0.7,0.85,AGP,0
72,12,1.0,0.5,2,0.1806628704071045,3,440,898,True,False,jetson2,MobileNet,0.7,0.85,AGP,0
73,13,1.0,0.5,3,0.19458436965942383,3,638,920,True,False,jetson2,MobileNet,0.7,0.85,AGP,0
74,14,1.0,0.5,4,0.18407702445983887,3,896,896,True,False,jetson2,MobileNet,0.7,0.85,AGP,0
75,15,1.0,0.5,5,0.17546606063842773,3,485,754,True,False,jetson2,MobileNet,0.7,0.85,AGP,0
76,16,1.0,0.5,6,0.14622139930725098,3,763,763,True,False,jetson2,MobileNet,0.7,0.85,AGP,0
77,17,1.0,0.5,7,0.14326977729797363,3,829,829,True,False,jetson2,MobileNet,0.7,0.85,AGP,0
78,18,1.0,0.5,8,0.14190912246704102,3,777,777,True,False,jetson2,MobileNet,0.7,0.85,AGP,0
79,19,1.0,0.5,9,0.13246512413024902,3,942,738,True,False,jetson2,MobileNet,0.7,0.85,AGP,0
80,20,0.0,0.0,20,0.2616541385650635,0,337,337,False,True,jetson,AlexNet,0.7,0.9345864653587341,AGP,0
81,21,0.0,0.0,21,0.2004408836364746,0,410,468,False,True,jetson,AlexNet,0.7,0.9498897790908813,AGP,0
82,22,0.0,0.0,22,0.17942452430725098,0,477,499,False,True,jetson,AlexNet,0.7,0.9551438689231873,AGP,0
83,23,0.0,0.0,23,0.18807554244995117,0,912,513,False,True,jetson,AlexNet,0.7,0.9529811143875122,AGP,0
84,24,0.0,0.0,24,0.16035056114196777,0,383,383,False,True,jetson,AlexNet,0.7,0.9599123597145081,AGP,0
85,25,0.0,0.0,25,0.1468954086303711,0,458,458,False,True,jetson,AlexNet,0.7,0.9632761478424072,AGP,0
86,26,0.0,0.0,26,0.13228464126586914,0,452,452,False,True,jetson,AlexNet,0.7,0.9669288396835327,AGP,0
87,27,0.0,0.0,27,0.13888120651245117,0,489,489,False,True,jetson,AlexNet,0.7,0.9652796983718872,AGP,0
88,28,0.0,0.0,28,0.1279921531677246,0,534,534,False,True,jetson,AlexNet,0.7,0.9680019617080688,AGP,0
89,29,0.0,0.0,29,0.13243651390075684,0,599,599,False,True,jetson,AlexNet,0.7,0.9668908715248108,AGP,0
90,0,1.0,0.0,10,0.24164152145385742,3,179,179,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7562562863032023,Knapsack,0
91,1,1.0,0.0,11,0.23827242851257324,3,239,239,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7570985595385233,Knapsack,0
92,2,1.0,0.0,12,0.2600729465484619,3,130,130,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7516484300295512,Knapsack,0
93,3,1.0,0.0,13,0.22112083435058594,3,16,16,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7613864580790202,Knapsack,0
94,4,1.0,0.0,14,0.2775716781616211,3,124,119,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7472737471262614,Knapsack,0
95,5,1.0,0.0,15,0.24268698692321777,3,326,326,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7559949199358622,Knapsack,0
96,6,1.0,0.0,16,0.27090001106262207,3,154,151,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7489416639010111,Knapsack,0
97,7,1.0,0.0,17,0.26560425758361816,3,93,93,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7502656022707621,Knapsack,0
98,8,1.0,0.0,18,0.2349386215209961,3,16,16,True,True,rpi4-1,MobileNet,0.6333333333333333,0.7579320112864176,Knapsack,0
99,9,1.0,0.0,19,0.18917322158813477,3,182,182,True,True,rpi4-1,MobileNet,0.6333333333333333,0.769373361269633,Knapsack,0
100,10,1.0,0.5,0,0.19512486457824707,3,812,812,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,Knapsack,0
101,11,1.0,0.5,1,0.19048500061035156,3,788,788,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,Knapsack,0
102,12,1.0,0.5,2,0.3334336280822754,3,440,898,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,Knapsack,0
103,13,1.0,0.5,3,0.2780570983886719,3,638,920,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,Knapsack,0
104,14,1.0,0.5,4,0.17996430397033691,3,896,896,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,Knapsack,0
105,15,1.0,0.5,5,0.2604541778564453,3,485,754,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,Knapsack,0
106,16,1.0,0.5,6,0.1793985366821289,3,763,763,True,False,jetson2,MobileNet,0.6333333333333333,0.8166666666666667,Knapsack,0
