,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,client_id,served_model_name,served_accuracy,QoS,algorithm,mc_run
0,0,1.0,0.0,20,1.245246410369873,1,151,151,True,True,rpi4-1,DenseNet,0.8,0.5886883974075318,Optimal,0
1,1,1.0,0.0,21,0.6612389087677002,1,295,295,True,True,rpi4-1,DenseNet,0.8,0.734690272808075,Optimal,0
2,2,1.0,0.0,22,0.7026169300079346,1,324,324,True,True,rpi4-1,DenseNet,0.8,0.7243457674980164,Optimal,0
3,3,1.0,0.0,23,0.6658751964569092,1,302,302,True,True,rpi4-1,DenseNet,0.8,0.7335312008857727,Optimal,0
4,4,1.0,0.0,24,0.6553122997283936,1,94,94,True,True,rpi4-1,DenseNet,0.8,0.7361719250679016,Optimal,0
5,5,1.0,0.0,25,0.6747260093688965,1,313,313,True,True,rpi4-1,DenseNet,0.8,0.7313184976577759,Optimal,0
6,6,1.0,0.0,26,0.6222589015960693,1,306,306,True,True,rpi4-1,DenseNet,0.8,0.7444352746009827,Optimal,0
7,7,1.0,0.0,27,0.6667442321777344,1,11,11,True,True,rpi4-1,DenseNet,0.8,0.7333139419555664,Optimal,0
8,8,1.0,0.0,28,0.6458508968353271,1,4,2,True,True,rpi4-1,DenseNet,0.8,0.7385372757911682,Optimal,0
9,9,1.0,0.0,29,0.7168846130371094,1,285,285,True,True,rpi4-1,DenseNet,0.8,0.7207788467407227,Optimal,0
10,10,1.0,0.5,0,1.0226669311523438,1,904,904,True,False,jetson2,DenseNet,0.8,0.7693332672119141,Optimal,0
11,11,1.0,0.5,1,0.8180923461914062,1,544,827,True,False,jetson2,DenseNet,0.8,0.8204769134521485,Optimal,0
12,12,1.0,0.5,2,0.8174645900726318,1,808,808,True,False,jetson2,DenseNet,0.8,0.8206338524818421,Optimal,0
13,13,1.0,0.5,3,0.621680498123169,1,765,765,True,False,jetson2,DenseNet,0.8,0.8695798754692078,Optimal,0
14,14,1.0,0.5,4,0.6065864562988281,1,830,830,True,False,jetson2,DenseNet,0.8,0.873353385925293,Optimal,0
15,15,1.0,0.5,5,0.8170826435089111,1,667,667,True,False,jetson2,DenseNet,0.8,0.8207293391227722,Optimal,0
16,16,1.0,0.5,6,0.6133885383605957,1,695,695,True,False,jetson2,DenseNet,0.8,0.8716528654098511,Optimal,0
17,17,1.0,0.5,7,0.6126763820648193,1,817,817,True,False,jetson2,DenseNet,0.8,0.8718309044837952,Optimal,0
18,18,1.0,0.5,8,0.6174530982971191,1,598,851,True,False,jetson2,DenseNet,0.8,0.8706367254257202,Optimal,0
19,19,1.0,0.5,9,0.6107242107391357,1,523,885,True,False,jetson2,DenseNet,0.8,0.8723189473152161,Optimal,0
20,20,0.0,0.0,10,0.7217302322387695,0,433,433,False,True,jetson,AlexNet,0.6,0.8195674419403076,Optimal,0
21,21,0.0,0.0,11,0.23704147338867188,0,434,434,False,True,jetson,AlexNet,0.6,0.940739631652832,Optimal,0
22,22,0.0,0.0,12,0.1748521327972412,0,336,337,False,True,jetson,AlexNet,0.6,0.9562869668006897,Optimal,0
23,23,0.0,0.0,13,0.21559357643127441,0,572,572,False,True,jetson,AlexNet,0.6,0.9461016058921814,Optimal,0
24,24,0.0,0.0,14,0.1640021800994873,0,392,392,False,True,jetson,AlexNet,0.6,0.9589994549751282,Optimal,0
25,25,0.0,0.0,15,0.1501007080078125,0,335,335,False,True,jetson,AlexNet,0.6,0.9624748229980469,Optimal,0
26,26,0.0,0.0,16,0.11846446990966797,0,638,543,False,True,jetson,AlexNet,0.6,0.970383882522583,Optimal,0
27,27,0.0,0.0,17,0.15146088600158691,0,743,421,False,True,jetson,AlexNet,0.6,0.9621347784996033,Optimal,0
28,28,0.0,0.0,18,0.1835319995880127,0,172,537,False,True,jetson,AlexNet,0.6,0.9541170001029968,Optimal,0
