,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,client_id,served_model_name,served_accuracy,QoS,algorithm,mc_run
0,0,1.0,0.0,10,0.37860965728759766,0,226,200,True,True,rpi4-1,AlexNet,0.4,0.6053475856781005,Optimal,0
1,1,1.0,0.0,11,0.2963595390319824,0,176,176,True,True,rpi4-1,AlexNet,0.4,0.6259101152420044,Optimal,0
2,2,1.0,0.0,12,0.3260841369628906,0,286,286,True,True,rpi4-1,AlexNet,0.4,0.6184789657592773,Optimal,0
3,3,1.0,0.0,13,0.317779541015625,0,257,257,True,True,rpi4-1,AlexNet,0.4,0.6205551147460937,Optimal,0
4,4,1.0,0.0,14,0.2004539966583252,0,199,203,True,True,rpi4-1,AlexNet,0.4,0.6498865008354187,Optimal,0
5,5,1.0,0.0,15,0.19366860389709473,0,333,333,True,True,rpi4-1,AlexNet,0.4,0.6515828490257263,Optimal,0
6,6,1.0,0.0,16,0.19734597206115723,0,253,166,True,True,rpi4-1,AlexNet,0.4,0.6506635069847106,Optimal,0
7,7,1.0,0.0,17,0.20799612998962402,0,452,120,True,True,rpi4-1,AlexNet,0.4,0.648000967502594,Optimal,0
8,8,1.0,0.0,18,0.44074511528015137,0,162,238,True,True,rpi4-1,AlexNet,0.4,0.5898137211799621,Optimal,0
9,9,1.0,0.0,19,0.5923604965209961,0,259,259,True,True,rpi4-1,AlexNet,0.4,0.5519098758697509,Optimal,0
10,10,1.0,0.5,0,0.5758609771728516,0,909,926,True,False,jetson2,AlexNet,0.4,0.6810347557067871,Optimal,0
11,11,1.0,0.5,1,0.25797367095947266,0,907,966,True,False,jetson2,AlexNet,0.4,0.7,Optimal,0
12,12,1.0,0.5,2,0.2502627372741699,0,567,813,True,False,jetson2,AlexNet,0.4,0.7,Optimal,0
13,13,1.0,0.5,3,0.2421722412109375,0,522,901,True,False,jetson2,AlexNet,0.4,0.7,Optimal,0
14,14,1.0,0.5,4,0.19965338706970215,0,823,823,True,False,jetson2,AlexNet,0.4,0.7,Optimal,0
15,15,1.0,0.5,5,0.15665864944458008,0,834,906,True,False,jetson2,AlexNet,0.4,0.7,Optimal,0
16,16,1.0,0.5,6,0.15351557731628418,0,648,894,True,False,jetson2,AlexNet,0.4,0.7,Optimal,0
17,17,1.0,0.5,7,0.1602938175201416,0,955,988,True,False,jetson2,AlexNet,0.4,0.7,Optimal,0
18,18,1.0,0.5,8,0.20511460304260254,0,958,958,True,False,jetson2,AlexNet,0.4,0.7,Optimal,0
19,19,1.0,0.5,9,0.154266357421875,0,875,875,True,False,jetson2,AlexNet,0.4,0.7,Optimal,0
20,20,0.0,0.0,20,0.5926270484924316,0,430,430,False,True,jetson,AlexNet,0.4,0.8518432378768921,Optimal,0
21,21,0.0,0.0,21,0.24327826499938965,0,466,420,False,True,jetson,AlexNet,0.4,0.9391804337501526,Optimal,0
22,22,0.0,0.0,22,0.2455003261566162,0,577,577,False,True,jetson,AlexNet,0.4,0.938624918460846,Optimal,0
23,23,0.0,0.0,23,0.2143857479095459,0,540,540,False,True,jetson,AlexNet,0.4,0.9464035630226135,Optimal,0
24,24,0.0,0.0,24,0.18184638023376465,0,572,641,False,True,jetson,AlexNet,0.4,0.9545384049415588,Optimal,0
25,25,0.0,0.0,25,0.1634678840637207,0,447,638,False,True,jetson,AlexNet,0.4,0.9591330289840698,Optimal,0
26,26,0.0,0.0,26,0.16131210327148438,0,581,581,False,True,jetson,AlexNet,0.4,0.9596719741821289,Optimal,0
27,27,0.0,0.0,27,0.16018223762512207,0,622,633,False,True,jetson,AlexNet,0.4,0.9599544405937195,Optimal,0
28,28,0.0,0.0,28,0.15900158882141113,0,313,657,False,True,jetson,AlexNet,0.4,0.9602496027946472,Optimal,0
29,29,0.0,0.0,29,0.1828141212463379,0,185,359,False,True,jetson,AlexNet,0.4,0.9542964696884155,Optimal,0
30,0,1.0,0.0,10,0.7007286548614502,0,226,200,True,True,rpi4-1,AlexNet,0.4,0.5248178362846374,EGP,0
31,1,1.0,0.0,11,0.21495676040649414,0,176,176,True,True,rpi4-1,AlexNet,0.4,0.6462608098983764,EGP,0
32,2,1.0,0.0,12,0.22100448608398438,0,286,286,True,True,rpi4-1,AlexNet,0.4,0.6447488784790039,EGP,0
33,3,1.0,0.0,13,0.22601056098937988,0,257,257,True,True,rpi4-1,AlexNet,0.4,0.643497359752655,EGP,0
34,4,1.0,0.0,14,0.2273094654083252,0,199,203,True,True,rpi4-1,AlexNet,0.4,0.6431726336479187,EGP,0
35,5,1.0,0.0,15,0.20468997955322266,0,333,333,True,True,rpi4-1,AlexNet,0.4,0.6488275051116943,EGP,0
36,6,1.0,0.0,16,0.21253442764282227,0,253,166,True,True,rpi4-1,AlexNet,0.4,0.6468663930892944,EGP,0
37,7,1.0,0.0,17,0.20161962509155273,0,452,120,True,True,rpi4-1,AlexNet,0.4,0.6495950937271118,EGP,0
38,8,1.0,0.0,18,0.20463991165161133,0,162,238,True,True,rpi4-1,AlexNet,0.4,0.6488400220870971,EGP,0
39,9,1.0,0.0,19,0.18997478485107422,0,259,259,True,True,rpi4-1,AlexNet,0.4,0.6525063037872314,EGP,0
40,10,0.0,0.0,20,0.24018025398254395,0,430,430,False,True,jetson,AlexNet,0.4,0.939954936504364,EGP,0
41,11,0.0,0.0,21,0.19736576080322266,0,466,420,False,True,jetson,AlexNet,0.4,0.9506585597991943,EGP,0
42,12,0.0,0.0,22,0.1874065399169922,0,577,577,False,True,jetson,AlexNet,0.4,0.953148365020752,EGP,0
43,13,0.0,0.0,23,0.16639161109924316,0,540,540,False,True,jetson,AlexNet,0.4,0.9584020972251892,EGP,0
44,14,0.0,0.0,24,0.17281746864318848,0,572,641,False,True,jetson,AlexNet,0.4,0.9567956328392029,EGP,0
45,15,0.0,0.0,25,0.13384032249450684,0,447,638,False,True,jetson,AlexNet,0.4,0.9665399193763733,EGP,0
46,16,0.0,0.0,26,0.13251304626464844,0,581,581,False,True,jetson,AlexNet,0.4,0.9668717384338379,EGP,0
47,17,0.0,0.0,27,0.13465046882629395,0,622,633,False,True,jetson,AlexNet,0.4,0.9663373827934265,EGP,0
48,18,0.0,0.0,28,0.13662004470825195,0,313,657,False,True,jetson,AlexNet,0.4,0.965844988822937,EGP,0
49,19,0.0,0.0,29,0.16542840003967285,0,185,359,False,True,jetson,AlexNet,0.4,0.9586428999900818,EGP,0
50,20,1.0,0.5,0,0.370009183883667,0,909,926,True,False,jetson2,AlexNet,0.4,0.7,EGP,0
51,21,1.0,0.5,1,0.28061723709106445,0,907,966,True,False,jetson2,AlexNet,0.4,0.7,EGP,0
52,22,1.0,0.5,2,0.19249558448791504,0,567,813,True,False,jetson2,AlexNet,0.4,0.7,EGP,0
53,23,1.0,0.5,3,0.18490910530090332,0,522,901,True,False,jetson2,AlexNet,0.4,0.7,EGP,0
54,24,1.0,0.5,4,0.1424574851989746,0,823,823,True,False,jetson2,AlexNet,0.4,0.7,EGP,0
55,25,1.0,0.5,5,0.14006423950195312,0,834,906,True,False,jetson2,AlexNet,0.4,0.7,EGP,0
56,26,1.0,0.5,6,0.15751218795776367,0,648,894,True,False,jetson2,AlexNet,0.4,0.7,EGP,0
57,27,1.0,0.5,7,0.17117857933044434,0,955,988,True,False,jetson2,AlexNet,0.4,0.7,EGP,0
58,28,1.0,0.5,8,0.1689128875732422,0,958,958,True,False,jetson2,AlexNet,0.4,0.7,EGP,0
59,29,1.0,0.5,9,0.13979744911193848,0,875,875,True,False,jetson2,AlexNet,0.4,0.7,EGP,0
60,0,1.0,0.0,10,0.2877192497253418,0,226,200,True,True,rpi4-1,AlexNet,0.4,0.6280701875686645,AGP,0
61,1,1.0,0.0,11,0.2838101387023926,0,176,176,True,True,rpi4-1,AlexNet,0.4,0.6290474653244018,AGP,0
62,2,1.0,0.0,12,0.22900104522705078,0,286,286,True,True,rpi4-1,AlexNet,0.4,0.6427497386932373,AGP,0
63,3,1.0,0.0,13,0.22381305694580078,0,257,257,True,True,rpi4-1,AlexNet,0.4,0.6440467357635498,AGP,0
64,4,1.0,0.0,14,0.2360372543334961,0,199,203,True,True,rpi4-1,AlexNet,0.4,0.6409906864166259,AGP,0
65,5,1.0,0.0,15,0.2167518138885498,0,333,333,True,True,rpi4-1,AlexNet,0.4,0.6458120465278625,AGP,0
66,6,1.0,0.0,16,0.2003769874572754,0,253,166,True,True,rpi4-1,AlexNet,0.4,0.6499057531356811,AGP,0
67,7,1.0,0.0,17,0.24539732933044434,0,452,120,True,True,rpi4-1,AlexNet,0.4,0.6386506676673889,AGP,0
68,8,1.0,0.0,18,0.18020129203796387,0,162,238,True,True,rpi4-1,AlexNet,0.4,0.654949676990509,AGP,0
69,9,1.0,0.0,19,0.24261260032653809,0,259,259,True,True,rpi4-1,AlexNet,0.4,0.6393468499183654,AGP,0
70,10,1.0,0.5,0,0.212233304977417,0,909,926,True,False,jetson2,AlexNet,0.4,0.7,AGP,0
71,11,1.0,0.5,1,0.17200684547424316,0,907,966,True,False,jetson2,AlexNet,0.4,0.7,AGP,0
72,12,1.0,0.5,2,0.14034748077392578,0,567,813,True,False,jetson2,AlexNet,0.4,0.7,AGP,0
73,13,1.0,0.5,3,0.24125027656555176,0,522,901,True,False,jetson2,AlexNet,0.4,0.7,AGP,0
74,14,1.0,0.5,4,0.2356245517730713,0,823,823,True,False,jetson2,AlexNet,0.4,0.7,AGP,0
75,15,1.0,0.5,5,0.13629651069641113,0,834,906,True,False,jetson2,AlexNet,0.4,0.7,AGP,0
76,16,1.0,0.5,6,0.15200448036193848,0,648,894,True,False,jetson2,AlexNet,0.4,0.7,AGP,0
77,17,1.0,0.5,7,0.14484286308288574,0,955,988,True,False,jetson2,AlexNet,0.4,0.7,AGP,0
78,18,1.0,0.5,8,0.18218088150024414,0,958,958,True,False,jetson2,AlexNet,0.4,0.7,AGP,0
79,19,1.0,0.5,9,0.13239049911499023,0,875,875,True,False,jetson2,AlexNet,0.4,0.7,AGP,0
80,20,0.0,0.0,20,0.20299386978149414,0,430,430,False,True,jetson,AlexNet,0.4,0.9492515325546265,AGP,0
81,21,0.0,0.0,21,0.25438642501831055,0,466,420,False,True,jetson,AlexNet,0.4,0.9364033937454224,AGP,0
82,22,0.0,0.0,22,0.14224529266357422,0,577,577,False,True,jetson,AlexNet,0.4,0.9644386768341064,AGP,0
83,23,0.0,0.0,23,0.16311216354370117,0,540,540,False,True,jetson,AlexNet,0.4,0.9592219591140747,AGP,0
84,24,0.0,0.0,24,0.1640326976776123,0,572,641,False,True,jetson,AlexNet,0.4,0.9589918255805969,AGP,0
85,25,0.0,0.0,25,0.14496278762817383,0,447,638,False,True,jetson,AlexNet,0.4,0.9637593030929565,AGP,0
86,26,0.0,0.0,26,0.13812041282653809,0,581,581,False,True,jetson,AlexNet,0.4,0.9654698967933655,AGP,0
87,27,0.0,0.0,27,0.1387650966644287,0,622,633,False,True,jetson,AlexNet,0.4,0.9653087258338928,AGP,0
88,28,0.0,0.0,28,0.13931059837341309,0,313,657,False,True,jetson,AlexNet,0.4,0.9651723504066467,AGP,0
89,29,0.0,0.0,29,0.15178990364074707,0,185,359,False,True,jetson,AlexNet,0.4,0.9620525240898132,AGP,0
90,0,1.0,0.0,10,0.25496888160705566,0,226,200,True,True,rpi4-1,AlexNet,0.4,0.636257779598236,Knapsack,0
91,1,1.0,0.0,11,0.21105074882507324,0,176,176,True,True,rpi4-1,AlexNet,0.4,0.6472373127937316,Knapsack,0
92,2,1.0,0.0,12,0.2042229175567627,0,286,286,True,True,rpi4-1,AlexNet,0.4,0.6489442706108093,Knapsack,0
93,3,1.0,0.0,13,0.2308809757232666,0,257,257,True,True,rpi4-1,AlexNet,0.4,0.6422797560691833,Knapsack,0
94,4,1.0,0.0,14,0.20816779136657715,0,199,203,True,True,rpi4-1,AlexNet,0.4,0.6479580521583557,Knapsack,0
95,5,1.0,0.0,15,0.21910786628723145,0,333,333,True,True,rpi4-1,AlexNet,0.4,0.6452230334281921,Knapsack,0
96,6,1.0,0.0,16,0.23332834243774414,0,253,166,True,True,rpi4-1,AlexNet,0.4,0.6416679143905639,Knapsack,0
97,7,1.0,0.0,17,0.25305724143981934,0,452,120,True,True,rpi4-1,AlexNet,0.4,0.6367356896400451,Knapsack,0
98,8,1.0,0.0,18,0.2642204761505127,0,162,238,True,True,rpi4-1,AlexNet,0.4,0.6339448809623718,Knapsack,0
99,9,1.0,0.0,19,0.24623441696166992,0,259,259,True,True,rpi4-1,AlexNet,0.4,0.6384413957595825,Knapsack,0
100,10,1.0,0.5,0,0.3030374050140381,0,909,926,True,False,jetson2,AlexNet,0.4,0.7,Knapsack,0
101,11,1.0,0.5,1,0.19595861434936523,0,907,966,True,False,jetson2,AlexNet,0.4,0.7,Knapsack,0
102,12,1.0,0.5,2,0.22354459762573242,0,567,813,True,False,jetson2,AlexNet,0.4,0.7,Knapsack,0
103,13,1.0,0.5,3,0.23169255256652832,0,522,901,True,False,jetson2,AlexNet,0.4,0.7,Knapsack,0
104,14,1.0,0.5,4,0.3241288661956787,0,823,823,True,False,jetson2,AlexNet,0.4,0.7,Knapsack,0
105,15,1.0,0.5,5,0.1619274616241455,0,834,906,True,False,jetson2,AlexNet,0.4,0.7,Knapsack,0
106,16,1.0,0.5,6,0.15412092208862305,0,648,894,True,False,jetson2,AlexNet,0.4,0.7,Knapsack,0
107,17,1.0,0.5,7,0.1257472038269043,0,955,988,True,False,jetson2,AlexNet,0.4,0.7,Knapsack,0
108,18,1.0,0.5,8,0.12110543251037598,0,958,958,True,False,jetson2,AlexNet,0.4,0.7,Knapsack,0
109,19,1.0,0.5,9,0.13625431060791016,0,875,875,True,False,jetson2,AlexNet,0.4,0.7,Knapsack,0
110,20,0.0,0.0,20,0.2854185104370117,0,430,430,False,True,jetson,AlexNet,0.4,0.9286453723907471,Knapsack,0
111,21,0.0,0.0,21,0.19033408164978027,0,466,420,False,True,jetson,AlexNet,0.4,0.9524164795875549,Knapsack,0
112,22,0.0,0.0,22,0.2564840316772461,0,577,577,False,True,jetson,AlexNet,0.4,0.9358789920806885,Knapsack,0
113,23,0.0,0.0,23,0.23181366920471191,0,540,540,False,True,jetson,AlexNet,0.4,0.942046582698822,Knapsack,0
114,24,0.0,0.0,24,0.19297099113464355,0,572,641,False,True,jetson,AlexNet,0.4,0.9517572522163391,Knapsack,0
