,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,client_id,served_model_name,served_accuracy,QoS,algorithm
0,0,0.6788798345497561,0.12062631376847993,100,0.4241139888763428,3,947,994,rpi4-1,MobileNet,0.7372013651877133,0.9241280812230344,Optimal
1,1,0.8917008231629848,0.2674708172693954,101,0.26123690605163574,3,213,213,rpi4-1,MobileNet,0.7372013651877133,0.9227502710123643,Optimal
2,2,0.9912526887515734,0.3093489147198194,102,0.23534822463989258,3,177,177,rpi4-1,MobileNet,0.7372013651877133,0.8729743382180699,Optimal
3,3,0.9049879836002143,0.2480741597524223,103,0.23877668380737305,3,641,641,rpi4-1,MobileNet,0.7372013651877133,0.9161066907937495,Optimal
4,4,0.893154169516511,0.8657197793331393,104,0.26747584342956543,3,806,496,rpi4-1,MobileNet,0.7372013651877133,0.9220235978356011,Optimal
5,5,0.9639593308672572,0.03577951647821133,105,0.25209665298461914,3,868,415,rpi4-1,MobileNet,0.7372013651877133,0.8325417330336261,Optimal
6,6,0.6543505646797328,0.06894371871073926,106,0.23136448860168457,3,459,459,rpi4-1,MobileNet,0.7372013651877133,0.9593948075272637,Optimal
7,7,0.9878056735108777,1.156804862349208,107,0.23935747146606445,3,882,882,rpi4-1,MobileNet,0.7372013651877133,0.8746978458384178,Optimal
8,8,0.9673231817030863,0.1503908907510978,108,0.21548867225646973,3,89,89,rpi4-1,MobileNet,0.7372013651877133,0.8686646463659705,Optimal
9,9,0.9893873158266703,0.219804860740274,109,0.24664688110351562,3,840,462,rpi4-1,MobileNet,0.7372013651877133,0.8671965195897111,Optimal
10,10,0.9438493089870531,1.147150318356177,110,0.24139642715454102,3,333,333,rpi4-1,MobileNet,0.7372013651877133,0.8966760281003301,Optimal
11,11,0.4938691215057519,0.1741524228724798,111,0.2535889148712158,0,45,45,rpi4-1,AlexNet,0.5714285714285714,0.9801408770003159,Optimal
12,12,0.8925912541239484,0.03874836920588078,112,0.22713541984558105,3,224,224,rpi4-1,MobileNet,0.7372013651877133,0.8752082928719573,Optimal
13,13,0.9190345557978817,0.061663021517619605,113,0.23549199104309082,3,247,247,rpi4-1,MobileNet,0.7372013651877133,0.8656261623135479,Optimal
14,14,0.8536015461243991,0.09160010011493769,114,0.2173614501953125,3,316,316,rpi4-1,MobileNet,0.7372013651877133,0.9103595720115634,Optimal
15,15,0.8074407250828572,0.2977761724078001,115,0.20654869079589844,3,266,266,rpi4-1,MobileNet,0.7372013651877133,0.9648803200524281,Optimal
16,16,0.9692165471464691,0.3230305532857757,116,0.22845888137817383,3,686,686,rpi4-1,MobileNet,0.7372013651877133,0.8839924090206221,Optimal
17,17,0.6593667140523982,0.1528475692093842,117,0.24698710441589355,3,591,591,rpi4-1,MobileNet,0.7372013651877133,0.9764651161983726,Optimal
18,18,0.9360455454389827,0.2564440175111663,118,0.2263956069946289,3,249,257,rpi4-1,MobileNet,0.7372013651877133,0.9005779098743654,Optimal
19,19,0.9607106152515023,0.3135289889207107,119,0.23986029624938965,3,39,48,rpi4-1,MobileNet,0.7372013651877133,0.8882453749681055,Optimal
20,20,0.9129908412363045,0.034260833548583836,120,0.22473907470703125,3,605,623,rpi4-1,MobileNet,0.7372013651877133,0.8644857016860925,Optimal
21,21,0.954684610393819,0.3093698206845378,121,0.2416231632232666,3,261,261,rpi4-1,MobileNet,0.7372013651877133,0.8912583773969471,Optimal
22,22,0.6970471338375575,0.7725387862265765,122,0.2603113651275635,3,939,868,rpi4-1,MobileNet,0.7372013651877133,1.0,Optimal
