,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,client_id,served_model_name,served_accuracy,QoS,algorithm
0,0,0.767540491466796,0.4535876731026752,10,0.36708664894104004,3,269,362,rpi4-1,MobileNet,0.7333333333333333,0.9828964209332687,Optimal
1,1,0.9648654117264319,0.22251933403976676,11,0.26199936866760254,3,600,451,rpi4-1,MobileNet,0.7333333333333333,0.8743639521464917,Optimal
2,2,0.8169696424217651,0.17822350548905716,12,0.24384379386901855,3,840,840,rpi4-1,MobileNet,0.7333333333333333,0.9417767733607938,Optimal
3,3,0.997526811916569,0.18290298631166108,13,0.24789905548095703,3,257,257,rpi4-1,MobileNet,0.7333333333333333,0.8516542434160581,Optimal
4,4,0.8359220767420156,0.10365007083001514,14,0.24484467506408691,3,607,607,rpi4-1,MobileNet,0.7333333333333333,0.9134069772371409,Optimal
5,5,0.8110297284611604,0.2233861701063578,15,0.1981809139251709,3,451,451,rpi4-1,MobileNet,0.7333333333333333,0.9611518024360864,Optimal
6,6,0.9231933580488838,0.6297350968878368,16,0.24345183372497559,3,289,289,rpi4-1,MobileNet,0.7333333333333333,0.9050699876422248,Optimal
7,7,0.9507830977585241,0.20496890750296265,17,0.24724698066711426,3,750,750,rpi4-1,MobileNet,0.7333333333333333,0.8807055994963666,Optimal
8,8,0.8651075386176558,0.08930481876866414,18,0.2073957920074463,3,896,896,rpi4-1,MobileNet,0.7333333333333333,0.9045901540481432,Optimal
9,9,0.9124929448472398,1.485598534209509,19,0.20729541778564453,3,285,285,rpi4-1,MobileNet,0.7333333333333333,0.9104201942430468,Optimal
10,10,0.9261070304839822,0.12623282390994509,0,0.38411521911621094,3,895,450,jetson,MobileNet,0.7333333333333333,0.8391425526231091,Optimal
11,11,0.9784017418210066,0.12579856780873494,1,0.2461862564086914,3,244,244,jetson,MobileNet,0.7333333333333333,0.8473688736061742,Optimal
12,12,0.8576128684303186,0.27565424022390655,2,0.21477222442626953,3,36,35,jetson,MobileNet,0.7333333333333333,0.9378602324515073,Optimal
13,13,0.9724194606163241,0.2046722375278923,3,0.1945030689239502,3,990,990,jetson,MobileNet,0.7333333333333333,0.8804569363585046,Optimal
14,14,0.833191468889275,0.17557931705599755,4,0.19514966011047363,3,943,943,jetson,MobileNet,0.7333333333333333,0.9451783464584101,Optimal
15,15,0.9495457423705425,0.3432522792144344,5,0.16074395179748535,3,807,807,jetson,MobileNet,0.7333333333333333,0.8918937954813955,Optimal
16,16,0.6927869442913079,0.07752519543104525,6,0.15111422538757324,3,652,566,jetson,MobileNet,0.7333333333333333,0.981602742510868,Optimal
17,17,0.8419696832638975,0.06368183551922116,7,0.17530179023742676,3,710,710,jetson,MobileNet,0.7333333333333333,0.9177768363551665,Optimal
18,18,0.9857174830474432,0.14939763967505676,8,0.23233485221862793,3,393,393,jetson,MobileNet,0.7333333333333333,0.8530736220070523,Optimal
19,19,0.8414609250486669,0.48679672050735073,9,0.2069840431213379,3,491,491,jetson,MobileNet,0.7333333333333333,0.9459362041423331,Optimal
20,20,0.9474347036751247,0.22272486672069428,20,0.33051443099975586,3,13,13,jetson2,MobileNet,0.7333333333333333,0.8660019237593388,Optimal
21,21,0.7312363604590977,0.6076867711303884,21,0.2465684413909912,3,903,929,jetson2,MobileNet,0.7333333333333333,1.0,Optimal
22,22,0.6910344536175367,1.003659535367323,22,0.19740605354309082,3,500,500,jetson2,MobileNet,0.7333333333333333,1.0,Optimal
23,23,0.6123555541865366,0.5073067008766611,23,0.17283105850219727,3,920,740,jetson2,MobileNet,0.7333333333333333,1.0,Optimal
24,24,0.9953198016232794,0.16578484237456925,24,0.1672685146331787,3,682,682,jetson2,MobileNet,0.7333333333333333,0.8686358477903746,Optimal
25,25,0.9448299915010011,0.8457878605427638,25,0.16939854621887207,3,543,543,jetson2,MobileNet,0.7333333333333333,0.8942516709161661,Optimal
26,26,0.7724084152593318,0.2679122726931327,26,0.17566919326782227,3,290,290,jetson2,MobileNet,0.7333333333333333,0.9804624590370008,Optimal
27,27,0.8827564232810972,0.46106238306195235,27,0.14264774322509766,3,312,308,jetson2,MobileNet,0.7333333333333333,0.925288455026118,Optimal
28,28,0.9571364146924455,2.0,28,0.14870667457580566,3,360,360,jetson2,MobileNet,0.7333333333333333,0.888098459320444,Optimal
29,29,0.9878142517458705,0.34916894938941245,29,0.21789336204528809,3,914,914,jetson2,MobileNet,0.7333333333333333,0.8727595407937314,Optimal
30,0,0.767540491466796,0.4535876731026752,10,0.2864534854888916,3,269,362,rpi4-1,MobileNet,0.7333333333333333,0.9828964209332687,EGP
31,1,0.9648654117264319,0.22251933403976676,11,0.2045583724975586,3,600,451,rpi4-1,MobileNet,0.7333333333333333,0.8842339608034506,EGP
32,2,0.8169696424217651,0.17822350548905716,12,0.22498607635498047,3,840,840,rpi4-1,MobileNet,0.7333333333333333,0.9464912027393033,EGP
33,3,0.997526811916569,0.18290298631166108,13,0.26165032386779785,3,257,257,rpi4-1,MobileNet,0.7333333333333333,0.8482164263193479,EGP
34,4,0.8359220767420156,0.10365007083001514,14,0.22527623176574707,3,607,607,rpi4-1,MobileNet,0.7333333333333333,0.9182990880617259,EGP
35,5,0.8110297284611604,0.2233861701063578,15,0.2293076515197754,3,451,451,rpi4-1,MobileNet,0.7333333333333333,0.959671432082732,EGP
36,6,0.9231933580488838,0.6297350968878368,16,0.20655155181884766,3,289,289,rpi4-1,MobileNet,0.7333333333333333,0.9050699876422248,EGP
37,7,0.9507830977585241,0.20496890750296265,17,0.21387481689453125,3,750,750,rpi4-1,MobileNet,0.7333333333333333,0.8890486404395124,EGP
38,8,0.8651075386176558,0.08930481876866414,18,0.20574688911437988,3,896,896,rpi4-1,MobileNet,0.7333333333333333,0.9050023797714098,EGP
39,9,0.9124929448472398,1.485598534209509,19,0.19458270072937012,3,285,285,rpi4-1,MobileNet,0.7333333333333333,0.9104201942430468,EGP
40,10,0.9474347036751247,0.22272486672069428,20,0.24682831764221191,3,13,13,jetson2,MobileNet,0.7333333333333333,0.8869234520987248,EGP
41,11,0.7312363604590977,0.6076867711303884,21,0.17303466796875,3,903,929,jetson2,MobileNet,0.7333333333333333,1.0,EGP
42,12,0.6910344536175367,1.003659535367323,22,0.146528959274292,3,500,500,jetson2,MobileNet,0.7333333333333333,1.0,EGP
43,13,0.6123555541865366,0.5073067008766611,23,0.15687322616577148,3,920,740,jetson2,MobileNet,0.7333333333333333,1.0,EGP
44,14,0.9953198016232794,0.16578484237456925,24,0.15113449096679688,3,682,682,jetson2,MobileNet,0.7333333333333333,0.8690067658550269,EGP
45,15,0.9448299915010011,0.8457878605427638,25,0.1798100471496582,3,543,543,jetson2,MobileNet,0.7333333333333333,0.8942516709161661,EGP
46,16,0.7724084152593318,0.2679122726931327,26,0.1808769702911377,3,290,290,jetson2,MobileNet,0.7333333333333333,0.9804624590370008,EGP
47,17,0.8827564232810972,0.46106238306195235,27,0.18570661544799805,3,312,308,jetson2,MobileNet,0.7333333333333333,0.925288455026118,EGP
48,18,0.9571364146924455,2.0,28,0.20149779319763184,3,360,360,jetson2,MobileNet,0.7333333333333333,0.888098459320444,EGP
49,19,0.9878142517458705,0.34916894938941245,29,0.1952683925628662,3,914,914,jetson2,MobileNet,0.7333333333333333,0.8727595407937314,EGP
50,20,0.9261070304839822,0.12623282390994509,0,0.29018378257751465,3,895,450,jetson,MobileNet,0.7333333333333333,0.8626254117577832,EGP
51,21,0.9784017418210066,0.12579856780873494,1,0.20505905151367188,3,244,244,jetson,MobileNet,0.7333333333333333,0.8576506748299291,EGP
52,22,0.8576128684303186,0.27565424022390655,2,0.18616604804992676,3,36,35,jetson,MobileNet,0.7333333333333333,0.9378602324515073,EGP
53,23,0.9724194606163241,0.2046722375278923,3,0.17533206939697266,3,990,990,jetson,MobileNet,0.7333333333333333,0.8804569363585046,EGP
54,24,0.833191468889275,0.17557931705599755,4,0.19214367866516113,3,943,943,jetson,MobileNet,0.7333333333333333,0.9459298418197383,EGP
55,25,0.9495457423705425,0.3432522792144344,5,0.19522404670715332,3,807,807,jetson,MobileNet,0.7333333333333333,0.8918937954813955,EGP
56,26,0.6927869442913079,0.07752519543104525,6,0.18665242195129395,3,652,566,jetson,MobileNet,0.7333333333333333,0.9727181933699378,EGP
57,27,0.8419696832638975,0.06368183551922116,7,0.1967146396636963,3,710,710,jetson,MobileNet,0.7333333333333333,0.9124236239985991,EGP
58,28,0.9857174830474432,0.14939763967505676,8,0.20596790313720703,3,393,393,jetson,MobileNet,0.7333333333333333,0.8596653592774075,EGP
59,29,0.8414609250486669,0.48679672050735073,9,0.11982536315917969,3,491,491,jetson,MobileNet,0.7333333333333333,0.9459362041423331,EGP
60,0,0.767540491466796,0.4535876731026752,10,0.2570044994354248,3,269,362,rpi4-1,MobileNet,0.7333333333333333,0.9828964209332687,AGP
61,1,0.9648654117264319,0.22251933403976676,11,0.2095630168914795,3,600,451,rpi4-1,MobileNet,0.7333333333333333,0.8842339608034506,AGP
62,2,0.8169696424217651,0.17822350548905716,12,0.24250030517578125,3,840,840,rpi4-1,MobileNet,0.7333333333333333,0.9421126455341031,AGP
63,3,0.997526811916569,0.18290298631166108,13,0.24190759658813477,3,257,257,rpi4-1,MobileNet,0.7333333333333333,0.8531521081392637,AGP
64,4,0.8359220767420156,0.10365007083001514,14,0.23294353485107422,3,607,607,rpi4-1,MobileNet,0.7333333333333333,0.9163822622903941,AGP
65,5,0.8110297284611604,0.2233861701063578,15,0.24773812294006348,3,451,451,rpi4-1,MobileNet,0.7333333333333333,0.95506381422766,AGP
66,6,0.9231933580488838,0.6297350968878368,16,0.21282196044921875,3,289,289,rpi4-1,MobileNet,0.7333333333333333,0.9050699876422248,AGP
67,7,0.9507830977585241,0.20496890750296265,17,0.19993066787719727,3,750,750,rpi4-1,MobileNet,0.7333333333333333,0.8912751177874045,AGP
68,8,0.8651075386176558,0.08930481876866414,18,0.20252227783203125,3,896,896,rpi4-1,MobileNet,0.7333333333333333,0.905808532591997,AGP
69,9,0.9124929448472398,1.485598534209509,19,0.19197988510131836,3,285,285,rpi4-1,MobileNet,0.7333333333333333,0.9104201942430468,AGP
70,10,0.9261070304839822,0.12623282390994509,0,0.24247455596923828,3,895,450,jetson,MobileNet,0.7333333333333333,0.8745527184098523,AGP
71,11,0.9784017418210066,0.12579856780873494,1,0.1890854835510254,3,244,244,jetson,MobileNet,0.7333333333333333,0.8616440668205907,AGP
