,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,client_id,served_model_name,served_accuracy,QoS,algorithm
0,0,0.7768494002560861,0.8721639994779187,100,0.9535753726959229,1,898,898,1,DenseNet,0.78,0.979647156695499,Optimal
1,1,0.5688400701758536,0.13067625546708075,101,0.680722713470459,1,630,630,1,DenseNet,0.78,0.8624883854991554,Optimal
2,2,0.8654591009503997,0.039278811469947064,102,0.6208908557891846,1,463,463,1,DenseNet,0.78,0.8118674384449909,Optimal
3,3,0.6791603955033108,0.46150357280343873,103,0.6150782108306885,1,251,251,1,DenseNet,0.78,0.9616063404931876,Optimal
4,4,0.9013056719103183,0.22858525406230248,104,0.7288491725921631,1,302,302,1,DenseNet,0.78,0.8142811844123757,Optimal
5,5,0.9448540315628996,0.9011098982257335,105,0.6833326816558838,1,192,192,1,DenseNet,0.78,0.9175729842185503,Optimal
6,6,0.9674042786958352,0.3491600016145997,106,0.6778357028961182,1,975,975,1,DenseNet,0.78,0.8241289353317027,Optimal
7,7,0.6147577597509655,0.5430732769655355,107,0.6838939189910889,1,362,362,1,DenseNet,0.78,0.9647948394936117,Optimal
8,8,0.8192636773809248,0.12678531866572235,108,0.738680362701416,1,463,463,1,DenseNet,0.78,0.8273944003006142,Optimal
9,9,0.8248205387055964,0.09783715704296025,109,0.6484475135803223,1,107,107,1,DenseNet,0.78,0.8399371415128614,Optimal
10,10,0.9220267507628214,0.26136322047786475,110,0.594721794128418,1,900,900,1,DenseNet,0.78,0.845646981205951,Optimal
11,11,0.8431745900620887,0.08804116562818984,111,0.6602222919464111,1,193,196,1,DenseNet,0.78,0.8253674233894004,Optimal
12,12,0.7247262158813161,1.0827332834874253,112,0.7153620719909668,1,847,408,1,DenseNet,0.78,1.0,Optimal
13,13,0.9869636463884148,0.036498864593291644,113,0.701664924621582,1,842,842,1,DenseNet,0.78,0.73022666179872,Optimal
14,14,0.8301674621402558,0.34804187931496966,114,0.6766951084136963,1,909,909,1,DenseNet,0.78,0.8927529616551904,Optimal
15,15,0.9208496813439855,0.017449541728906663,115,0.6258924007415771,1,562,562,1,DenseNet,0.78,0.7774644445748397,Optimal
16,16,0.6421168104268868,0.12079424569722769,116,0.5908842086791992,1,973,973,1,DenseNet,0.78,0.8824775092545072,Optimal
17,17,0.9925823064469997,0.12065325330533427,117,0.6455731391906738,1,896,896,1,DenseNet,0.78,0.7624788753051652,Optimal
18,18,0.9905875468801846,0.4735545031459611,118,0.7027757167816162,1,461,461,1,DenseNet,0.78,0.837400923150994,Optimal
19,19,0.9553659666927248,0.2077524415342918,119,0.660250186920166,1,326,326,1,DenseNet,0.78,0.7991925803071691,Optimal
20,20,0.9760252809255403,0.4788941761539921,120,0.6067788600921631,1,736,736,1,DenseNet,0.78,0.8700161885526871,Optimal
21,21,0.864217532856397,0.22505203131774604,121,0.6106228828430176,1,779,779,1,DenseNet,0.78,0.8614985206904836,Optimal
22,22,0.8949355367502396,0.06815296019624306,122,0.699225902557373,1,290,290,1,DenseNet,0.78,0.7847639960345977,Optimal
23,23,0.8801474438875978,0.060744727254548256,123,0.552192211151123,1,468,468,1,DenseNet,0.78,0.8270644070820574,Optimal
24,24,0.9872061986135496,0.2660261017751677,124,0.6828954219818115,1,687,687,1,DenseNet,0.78,0.7921795706415642,Optimal
25,25,0.4869814086306389,0.027417843172382574,125,0.6277561187744141,1,979,979,1,DenseNet,0.78,0.8499154310994921,Optimal
26,26,0.7937990125515493,0.09878322091673644,126,0.5559113025665283,1,679,679,1,DenseNet,0.78,0.8788184733117774,Optimal
27,27,0.8404840848633931,0.46411266090607073,127,0.6809639930725098,1,176,176,1,DenseNet,0.78,0.9155451245266937,Optimal
28,28,0.9077990543778064,0.6204672524655982,128,0.6660587787628174,1,156,156,1,DenseNet,0.78,0.9247025912367921,Optimal
29,29,0.9859911989383995,0.6155059039707679,129,0.5998477935791016,1,824,608,1,DenseNet,0.78,0.8970044005308002,Optimal
30,30,0.9842514774438905,1.5685294313724811,130,0.6512749195098877,1,422,422,1,DenseNet,0.78,0.8978742612780548,Optimal
31,31,0.9965688864279534,0.1873348258091422,131,0.6753594875335693,1,72,72,1,DenseNet,0.78,0.7697093913549166,Optimal
32,32,0.9784721303479319,0.09217285567269931,132,0.6936566829681396,1,302,302,1,DenseNet,0.78,0.750392978002174,Optimal
33,33,0.7910514320141283,0.7116469027650109,133,0.6691610813140869,1,941,941,1,DenseNet,0.78,0.9944742839929359,Optimal
34,34,0.9343798489456899,0.5962410068408076,134,0.617114782333374,1,223,223,1,DenseNet,0.78,0.9175916316540134,Optimal
35,35,0.9893778839539322,0.1839856947382201,135,0.6480872631072998,1,367,295,1,DenseNet,0.78,0.779285665930764,Optimal
36,36,0.9619936916001524,0.49353010327676916,136,0.6477487087249756,1,171,171,1,DenseNet,0.78,0.8704485028378722,Optimal
37,37,0.9600982854769123,0.25914686511749796,137,0.6855728626251221,1,760,760,1,DenseNet,0.78,0.8033443578846378,Optimal
