,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_accuracy,served_pre_accuracy,post-QoS,QoS
0,0,1.0,0.0,20,0.3575754165649414,3,163,163,True,True,Optimal,0,rpi4-1,MobileNet,0.7391304347826086,0.71878,0.6907775091088336,0.8098070827125
1,1,1.0,0.0,21,0.23610568046569824,3,142,142,True,True,Optimal,0,rpi4-1,MobileNet,0.7391304347826086,0.71878,0.7515123771584552,0.8098070827125
2,2,1.0,0.0,22,0.23645234107971191,3,184,184,True,True,Optimal,0,rpi4-1,MobileNet,0.7391304347826086,0.71878,0.7513390468514484,0.8098070827125
3,3,1.0,0.0,23,0.25343799591064453,3,125,125,True,True,Optimal,0,rpi4-1,MobileNet,0.7391304347826086,0.71878,0.7428462194359821,0.8098070827125
4,4,1.0,0.0,24,0.22752881050109863,3,123,123,True,True,Optimal,0,rpi4-1,MobileNet,0.7391304347826086,0.71878,0.755800812140755,0.8098070827125
5,5,1.0,0.0,25,0.23565125465393066,3,6,6,True,True,Optimal,0,rpi4-1,MobileNet,0.7391304347826086,0.71878,0.751739590064339,0.8098070827125
6,6,1.0,0.0,26,0.22954320907592773,3,23,23,True,True,Optimal,0,rpi4-1,MobileNet,0.7391304347826086,0.71878,0.7547936128533405,0.8098070827125
7,7,1.0,0.0,27,0.2180185317993164,3,52,54,True,True,Optimal,0,rpi4-1,MobileNet,0.7391304347826086,0.71878,0.7605559514916461,0.8098070827125
8,8,1.0,0.0,28,0.21106910705566406,3,187,187,True,True,Optimal,0,rpi4-1,MobileNet,0.7391304347826086,0.71878,0.7640306638634723,0.8098070827125
9,9,1.0,0.0,29,0.1943058967590332,3,311,311,True,True,Optimal,0,rpi4-1,MobileNet,0.7391304347826086,0.71878,0.7724122690117877,0.8098070827125
10,10,1.0,0.0,20,0.24493026733398438,3,163,163,True,True,EGP,0,rpi4-1,MobileNet,0.7391304347826086,0.71878,0.7471000837243121,0.8098070827125
11,11,1.0,0.0,21,0.19397234916687012,3,142,142,True,True,EGP,0,rpi4-1,MobileNet,0.7391304347826086,0.71878,0.7725790428078693,0.8098070827125
12,12,1.0,0.0,22,0.19943737983703613,3,184,184,True,True,EGP,0,rpi4-1,MobileNet,0.7391304347826086,0.71878,0.7698465274727863,0.8098070827125
13,13,1.0,0.0,23,0.19858050346374512,3,125,125,True,True,EGP,0,rpi4-1,MobileNet,0.7391304347826086,0.71878,0.7702749656594318,0.8098070827125
