,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_pre_accuracy,QoS,served_accuracy,post-QoS
0,0,0.9561086475081698,0.0,10,0.3636009693145752,3,94,94,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.70545294538559
1,1,0.9880966355011473,0.0,11,0.31632208824157715,3,247,247,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.7130983919256002
2,2,0.9107083597755781,0.0,12,0.2490236759185791,3,145,145,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.7854417359498839
3,3,0.9517017114526275,0.0,13,0.31359124183654785,3,150,150,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.7326612771523748
4,4,0.9437409647429549,0.0,14,0.3090858459472656,3,170,170,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.7388943484518522
5,5,0.9073901592232154,0.0,15,0.2386608123779297,3,291,291,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.7922822679963899
6,6,0.9936275212382779,0.0,16,0.2369837760925293,3,52,52,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.7500021051315588
7,7,0.969815631245797,0.0,17,0.23314952850341797,3,142,142,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.7638251739223549
8,8,0.9517582897706244,0.0,18,0.2307751178741455,3,211,211,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.7740410499745776
9,9,0.9492335269811877,0.0,19,0.2355504035949707,3,291,285,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.7729157885088833
10,10,0.9561086475081698,0.0,10,0.6297590732574463,3,94,94,False,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.5723738934141545
11,11,0.9880966355011473,0.0,11,0.6963624954223633,3,247,247,False,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.5230781883352071
12,12,0.9107083597755781,0.0,12,0.8806641101837158,3,145,145,False,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.4696215188173155
13,13,0.9517017114526275,0.0,13,0.7059235572814941,3,150,150,False,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.5364951194299017
14,14,0.9437409647429549,0.0,14,0.730771541595459,3,170,170,False,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.5280515006277555
15,15,0.9073901592232154,0.0,15,0.22195219993591309,3,291,291,False,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.8006365742173982
16,16,0.9936275212382779,0.0,16,0.20721960067749023,3,52,52,False,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.7648841928390784
17,17,0.969815631245797,0.0,17,0.1879110336303711,3,142,142,False,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.7864444213588784
18,18,0.9517582897706244,0.0,18,0.17751860618591309,3,211,211,False,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.8006693058186938
19,19,0.9492335269811877,0.0,19,0.1949779987335205,3,291,285,False,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.7932019909396084
20,20,0.9561086475081698,0.0,10,0.24635100364685059,3,94,94,False,True,AGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7306155075939249,0.7640779282194523
