,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_accuracy,served_pre_accuracy,post-QoS,QoS
0,0,1.0,0.0,10,0.31628847122192383,3,250,249,True,True,Optimal,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.6750585834963208,0.8098070827125
1,1,1.0,0.0,11,0.3045237064361572,3,135,135,True,True,Optimal,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.680940965889204,0.8098070827125
2,2,1.0,0.0,12,0.2548549175262451,3,113,113,True,True,Optimal,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.7057753603441601,0.8098070827125
3,3,1.0,0.0,13,0.23201727867126465,3,63,63,True,True,Optimal,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.7171941797716503,0.8098070827125
4,4,1.0,0.0,14,0.2209923267364502,3,124,122,True,True,Optimal,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.7227066557390576,0.8098070827125
5,5,1.0,0.0,15,0.2116241455078125,3,51,51,True,True,Optimal,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.7273907463533764,0.8098070827125
6,6,1.0,0.0,16,0.23566293716430664,3,236,236,True,True,Optimal,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.7153713505251293,0.8098070827125
7,7,1.0,0.0,17,0.22143125534057617,3,315,315,True,True,Optimal,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.7224871914369946,0.8098070827125
8,8,1.0,0.0,18,0.2095489501953125,3,4,4,True,True,Optimal,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.7284283440096264,0.8098070827125
9,9,1.0,0.0,19,0.2462167739868164,3,99,99,True,True,Optimal,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.7100944321138745,0.8098070827125
10,10,1.0,0.0,10,0.23518800735473633,3,250,249,True,True,EGP,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.7156088154299145,0.8098070827125
11,11,1.0,0.0,11,0.2522406578063965,3,135,135,True,True,EGP,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.7070824902040844,0.8098070827125
12,12,1.0,0.0,12,0.22219586372375488,3,113,113,True,True,EGP,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.7221048872454052,0.8098070827125
13,13,1.0,0.0,13,0.22967743873596191,3,63,63,True,True,EGP,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.7183640997393017,0.8098070827125
14,14,1.0,0.0,14,0.32064390182495117,3,124,122,True,True,EGP,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.6728808681948071,0.8098070827125
15,15,1.0,0.0,15,0.20616531372070312,3,51,51,True,True,EGP,0,rpi4-1,MobileNet,0.6664056382145653,0.71878,0.7301201622469311,0.8098070827125
