,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_accuracy,served_pre_accuracy,post-QoS,QoS
0,0,1.0,0.0,20,0.34544968605041504,3,159,159,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.6760405890735579,0.8098070827125
1,1,1.0,0.0,21,0.23396968841552734,3,328,68,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7317805878910018,0.8098070827125
2,2,1.0,0.0,22,0.21746158599853516,3,58,57,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7400346390994978,0.8098070827125
3,3,1.0,0.0,23,0.25065016746520996,3,292,292,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7234403483661604,0.8098070827125
4,4,1.0,0.0,24,0.2328629493713379,3,2,2,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7323339574130965,0.8098070827125
5,5,1.0,0.0,25,0.20792245864868164,3,295,295,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7448042027744246,0.8098070827125
6,6,1.0,0.0,26,0.22260022163391113,3,282,281,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7374653212818099,0.8098070827125
7,7,1.0,0.0,27,0.19932246208190918,3,180,246,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7491042010578108,0.8098070827125
8,8,1.0,0.0,28,0.20656633377075195,3,173,173,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7454822652133895,0.8098070827125
9,9,1.0,0.0,29,0.1943800449371338,3,157,157,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7515754096301985,0.8098070827125
10,10,1.0,0.0,20,0.26120948791503906,3,159,159,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7181606881412459,0.8098070827125
11,11,1.0,0.0,21,0.24193978309631348,3,328,68,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7277955405506087,0.8098070827125
12,12,1.0,0.0,22,0.24602246284484863,3,58,57,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7257542006763411,0.8098070827125
13,13,1.0,0.0,23,0.21888494491577148,3,292,292,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7393229596408797,0.8098070827125
14,14,1.0,0.0,24,0.21503639221191406,3,2,2,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7412472359928084,0.8098070827125
15,15,1.0,0.0,25,0.23230528831481934,3,295,295,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7326127879413558,0.8098070827125
16,16,1.0,0.0,26,0.23331236839294434,3,282,281,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7321092479022933,0.8098070827125
17,17,1.0,0.0,27,0.1882307529449463,3,180,246,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7546500556262923,0.8098070827125
18,18,1.0,0.0,28,0.1919870376586914,3,173,173,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7527719132694197,0.8098070827125
19,19,1.0,0.0,29,0.1960742473602295,3,157,157,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7507283084186507,0.8098070827125
20,20,1.0,0.0,20,0.21371221542358398,3,159,159,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03AGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7419093243869734,0.8098070827125
21,21,1.0,0.0,21,0.23729157447814941,3,328,68,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03AGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7301196448596907,0.8098070827125
22,22,1.0,0.0,22,0.31342220306396484,3,58,57,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03AGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.692054330566783,0.8098070827125
23,23,1.0,0.0,23,0.21402263641357422,3,292,292,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03AGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7417541138919783,0.8098070827125
24,24,1.0,0.0,24,0.21174883842468262,3,2,2,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03AGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7428910128864241,0.8098070827125
25,25,1.0,0.0,25,0.21063613891601562,3,295,295,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03AGP\x94.'),0,rpi4-1,MobileNet,0.6975308641975309,0.71878,0.7434473626407576,0.8098070827125
