,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_accuracy,served_pre_accuracy,post-QoS,QoS
0,0,1.0,0.0,10,0.3929784297943115,3,274,274,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.647625313204647,0.8098070827125
1,1,1.0,0.0,11,0.2902402877807617,3,202,170,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.6989943842114219,0.8098070827125
2,2,1.0,0.0,12,0.23488712310791016,3,258,258,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7266709665478477,0.8098070827125
3,3,1.0,0.0,13,0.2199687957763672,3,229,229,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7341301302136192,0.8098070827125
4,4,1.0,0.0,14,0.25285983085632324,3,26,26,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7176846126736411,0.8098070827125
5,5,1.0,0.0,15,0.20621228218078613,3,117,117,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7410083870114097,0.8098070827125
6,6,1.0,0.0,16,0.19630646705627441,3,225,235,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7459612945736656,0.8098070827125
7,7,1.0,0.0,17,0.21242213249206543,3,138,138,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.73790346185577,0.8098070827125
8,8,1.0,0.0,18,0.27440595626831055,3,184,191,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7069115499676475,0.8098070827125
9,9,1.0,0.0,19,0.2392723560333252,3,170,170,True,True,bytearray(b'\x80\x04\x95\x0b\x00\x00\x00\x00\x00\x00\x00\x8c\x07Optimal\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7244783500851402,0.8098070827125
10,10,1.0,0.0,10,0.733135461807251,3,274,274,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.4775467971981773,0.8098070827125
11,11,1.0,0.0,11,0.31518054008483887,3,202,170,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.6865242580593833,0.8098070827125
12,12,1.0,0.0,12,0.20419025421142578,3,258,258,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7420194009960899,0.8098070827125
13,13,1.0,0.0,13,0.18248581886291504,3,229,229,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7528716186703452,0.8098070827125
14,14,1.0,0.0,14,0.2120652198791504,3,26,26,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7380819181622276,0.8098070827125
15,15,1.0,0.0,15,0.1746516227722168,3,117,117,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7567887167156944,0.8098070827125
16,16,1.0,0.0,16,0.18597173690795898,3,225,235,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7511286596478233,0.8098070827125
17,17,1.0,0.0,17,0.19379734992980957,3,138,138,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.747215853136898,0.8098070827125
18,18,1.0,0.0,18,0.23468327522277832,3,184,191,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7267728904904136,0.8098070827125
19,19,1.0,0.0,19,0.1785261631011963,3,170,170,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03EGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7548514465512046,0.8098070827125
20,20,1.0,0.0,10,0.2913391590118408,3,274,274,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03AGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.6984449485958824,0.8098070827125
21,21,1.0,0.0,11,0.20707106590270996,3,202,170,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03AGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7405789951504478,0.8098070827125
22,22,1.0,0.0,12,0.22294163703918457,3,258,258,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03AGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7326437095822105,0.8098070827125
23,23,1.0,0.0,13,0.23493528366088867,3,229,229,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03AGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7266468862713584,0.8098070827125
24,24,1.0,0.0,14,0.21471428871154785,3,26,26,True,True,bytearray(b'\x80\x04\x95\x07\x00\x00\x00\x00\x00\x00\x00\x8c\x03AGP\x94.'),0,rpi4-1,MobileNet,0.6882290562036055,0.71878,0.7367573837460288,0.8098070827125
