,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_pre_accuracy,QoS,served_accuracy,post-QoS
0,0,1.0,0.0,20,0.32906270027160645,3,273,273,True,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.6914210308165778
1,1,1.0,0.0,21,0.23154067993164062,3,82,133,True,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7401820409865607
2,2,1.0,0.0,22,0.22234487533569336,3,182,237,True,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7447799432845343
3,3,1.0,0.0,23,0.21433472633361816,3,327,327,True,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7487850177855719
4,4,1.0,0.0,24,0.23934292793273926,3,46,40,True,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7362809169860114
5,5,1.0,0.0,25,0.24238991737365723,3,215,215,True,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7347574222655524
6,6,1.0,0.0,26,0.235382080078125,3,123,124,True,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7382613409133185
7,7,1.0,0.0,27,0.222059965133667,3,386,101,True,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7449223983855475
8,8,1.0,0.0,28,0.2116861343383789,3,33,33,True,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7501093137831916
9,9,1.0,0.0,29,0.22995662689208984,3,194,194,True,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7409740675063361
10,10,1.0,0.0,20,0.24355530738830566,3,273,273,True,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7341747272582282
11,11,1.0,0.0,21,0.21822500228881836,3,82,133,True,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7468398798079718
12,12,1.0,0.0,22,0.18672966957092285,3,182,237,True,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7625875461669196
13,13,1.0,0.0,23,0.20386052131652832,3,327,327,True,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7540221202941169
14,14,1.0,0.0,24,0.21301555633544922,3,46,40,True,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7494446027846564
15,15,1.0,0.0,25,0.25397300720214844,3,215,215,True,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7289658773513068
16,16,1.0,0.0,26,0.24842190742492676,3,123,124,True,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7317414272399176
17,17,1.0,0.0,27,0.24608182907104492,3,386,101,True,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7329114664168586
18,18,1.0,0.0,28,0.19930005073547363,3,33,33,True,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7563023555846442
19,19,1.0,0.0,29,0.24884963035583496,3,194,194,True,True,EGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7315275657744635
20,20,1.0,0.0,20,0.2731914520263672,3,273,273,True,True,AGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7193566549391974
21,21,1.0,0.0,21,0.1942141056060791,3,82,133,True,True,AGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7588453281493415
22,22,1.0,0.0,22,0.21962285041809082,3,182,237,True,True,AGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7461409557433356
23,23,1.0,0.0,23,0.2255561351776123,3,327,327,True,True,AGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7431743133635749
24,24,1.0,0.0,24,0.22794580459594727,3,46,40,True,True,AGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7419794786544074
25,25,1.0,0.0,25,0.2382519245147705,3,215,215,True,True,AGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7368264186949958
26,26,1.0,0.0,26,0.20742154121398926,3,123,124,True,True,AGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7522416103453864
27,27,1.0,0.0,27,0.2013864517211914,3,386,101,True,True,AGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7552591550917853
28,28,1.0,0.0,28,0.23041272163391113,3,33,33,True,True,AGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7407460201354255
29,29,1.0,0.0,29,0.23398041725158691,3,194,194,True,True,AGP,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7389621723265876
30,30,1.0,0.0,20,0.24249744415283203,3,273,273,True,True,Knapsack,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.734703658875965
31,31,1.0,0.0,21,0.21947526931762695,3,82,133,True,True,Knapsack,0,rpi4-1,MobileNet,0.71878,0.8098070827125,0.7119047619047619,0.7462147462935675
