,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_accuracy,served_pre_accuracy,post-QoS,QoS
0,0,1.0,0.0,20,0.37630391120910645,3,148,148,True,True,Optimal,0,rpi4-1,MobileNet,0.7135306553911205,0.71878,0.668613372091007,0.8098070827125
1,1,1.0,0.0,21,0.33286571502685547,3,333,333,True,True,Optimal,0,rpi4-1,MobileNet,0.7135306553911205,0.71878,0.6903324701821325,0.8098070827125
2,2,1.0,0.0,22,0.2717018127441406,3,172,172,True,True,Optimal,0,rpi4-1,MobileNet,0.7135306553911205,0.71878,0.7209144213234899,0.8098070827125
3,3,1.0,0.0,23,0.2328178882598877,3,115,115,True,True,Optimal,0,rpi4-1,MobileNet,0.7135306553911205,0.71878,0.7403563835656164,0.8098070827125
4,4,1.0,0.0,24,0.19295239448547363,3,145,145,True,True,Optimal,0,rpi4-1,MobileNet,0.7135306553911205,0.71878,0.7602891304528234,0.8098070827125
5,5,1.0,0.0,25,0.2464466094970703,3,223,223,True,True,Optimal,0,rpi4-1,MobileNet,0.7135306553911205,0.71878,0.7335420229470251,0.8098070827125
6,6,1.0,0.0,26,0.21084070205688477,3,262,182,True,True,Optimal,0,rpi4-1,MobileNet,0.7135306553911205,0.71878,0.7513449766671179,0.8098070827125
7,7,1.0,0.0,27,0.310931921005249,3,141,141,True,True,Optimal,0,rpi4-1,MobileNet,0.7135306553911205,0.71878,0.7012993671929357,0.8098070827125
8,8,1.0,0.0,28,0.20135974884033203,3,143,143,True,True,Optimal,0,rpi4-1,MobileNet,0.7135306553911205,0.71878,0.7560854532753942,0.8098070827125
9,9,1.0,0.0,29,0.20748591423034668,3,47,47,True,True,Optimal,0,rpi4-1,MobileNet,0.7135306553911205,0.71878,0.7530223705803869,0.8098070827125
10,10,1.0,0.0,20,0.23342394828796387,3,148,148,True,True,EGP,0,rpi4-1,MobileNet,0.7135306553911205,0.71878,0.7400533535515783,0.8098070827125
11,11,1.0,0.0,21,0.2038404941558838,3,333,333,True,True,EGP,0,rpi4-1,MobileNet,0.7135306553911205,0.71878,0.7548450806176183,0.8098070827125
12,12,1.0,0.0,22,0.21342730522155762,3,172,172,True,True,EGP,0,rpi4-1,MobileNet,0.7135306553911205,0.71878,0.7500516750847814,0.8098070827125
13,13,1.0,0.0,23,0.21250247955322266,3,115,115,True,True,EGP,0,rpi4-1,MobileNet,0.7135306553911205,0.71878,0.7505140879189489,0.8098070827125
