,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,client_id,served_model_name,served_accuracy,QoS,algorithm,mc_run
0,0,0.7379896855824414,0.31796194453477433,200,0.4576878547668457,3,6,45,rpi4-1,MobileNet,0.7067137809187279,0.9494305701101254,Optimal,0
1,1,0.876680403206435,0.10510859167088406,201,0.3659837245941162,3,20,20,rpi4-1,MobileNet,0.7067137809187279,0.8497979056253384,Optimal,0
2,2,0.8582156610109808,0.22679341023365351,202,0.3220078945159912,3,274,274,rpi4-1,MobileNet,0.7067137809187279,0.9004454388832892,Optimal,0
3,3,0.9611907183843068,0.07427260208444317,203,0.22090458869934082,3,200,200,rpi4-1,MobileNet,0.7067137809187279,0.8361035346134862,Optimal,0
4,4,0.5557380884359032,0.5900207089182071,204,0.2782759666442871,0,332,332,rpi4-1,AlexNet,0.5882352941176471,1.0,Optimal,0
5,5,0.4924576076623911,0.2856481336988792,205,0.2273719310760498,0,76,275,rpi4-1,AlexNet,0.5882352941176471,1.0,Optimal,0
6,6,0.27724951276467713,0.17979646591761556,206,0.2104027271270752,0,137,131,rpi4-1,AlexNet,0.5882352941176471,0.9923484346976351,Optimal,0
7,7,0.9777843029927272,0.5465008114592421,207,0.2716672420501709,3,170,170,rpi4-1,MobileNet,0.7067137809187279,0.8644647389630004,Optimal,0
8,8,0.7715634741821603,0.12582283643529343,208,0.22431397438049316,3,122,122,rpi4-1,MobileNet,0.7067137809187279,0.9429523688819839,Optimal,0
9,9,0.8525557965181441,0.25296061623875604,209,0.23593783378601074,3,166,166,rpi4-1,MobileNet,0.7067137809187279,0.927078992200292,Optimal,0
10,10,0.7868408332968522,0.019967515192435843,210,0.23279070854187012,3,196,196,rpi4-1,MobileNet,0.7067137809187279,0.9067306754735793,Optimal,0
11,11,0.7365421753081614,0.41152762128364984,211,0.3214869499206543,3,16,16,rpi4-1,MobileNet,0.7067137809187279,0.9850858028052834,Optimal,0
12,12,0.9480469998758749,0.3388580497499695,212,0.2591664791107178,3,102,102,rpi4-1,MobileNet,0.7067137809187279,0.8793333905214265,Optimal,0
13,13,0.4864609688933246,0.5110122741765742,213,0.198516845703125,0,164,238,rpi4-1,AlexNet,0.5882352941176471,1.0,Optimal,0
14,14,0.9225286625582059,0.16101350424543495,214,0.26290273666381836,3,947,125,rpi4-1,MobileNet,0.7067137809187279,0.8666202510756652,Optimal,0
15,15,0.9306395208081043,0.1899745255454691,215,0.28754281997680664,3,294,294,rpi4-1,MobileNet,0.7067137809187279,0.8636450564474774,Optimal,0
16,16,0.6905678510167861,0.6717258843242228,216,0.26927971839904785,3,216,216,rpi4-1,MobileNet,0.7067137809187279,1.0,Optimal,0
17,17,0.9487104797656002,0.03811488140552344,217,0.2592761516571045,3,310,310,rpi4-1,MobileNet,0.7067137809187279,0.8237113330136686,Optimal,0
18,18,0.9883149965523288,0.1763151837037803,218,0.3047618865966797,3,95,95,rpi4-1,MobileNet,0.7067137809187279,0.8270877164599748,Optimal,0
19,19,0.934596374811444,0.026400888006045734,219,0.28085947036743164,3,161,161,rpi4-1,MobileNet,0.7067137809187279,0.8224440574632955,Optimal,0
20,20,0.9530227630389967,0.35453675791801303,220,0.3052511215209961,3,107,107,rpi4-1,MobileNet,0.7067137809187279,0.8768455089398657,Optimal,0
21,21,0.9865633292079384,0.05619359760591428,221,0.24867844581604004,3,109,109,rpi4-1,MobileNet,0.7067137809187279,0.8119540138028634,Optimal,0
22,22,0.5008242593794581,0.23104568253376503,222,0.2255408763885498,0,118,121,rpi4-1,AlexNet,0.5882352941176471,1.0,Optimal,0
23,23,0.9510812223922672,0.19558030102489068,223,0.2564868927001953,3,158,158,rpi4-1,MobileNet,0.7067137809187279,0.8625896313444041,Optimal,0
24,24,0.9494303300960685,0.1443361882678881,224,0.29795384407043457,3,119,119,rpi4-1,MobileNet,0.7067137809187279,0.8402373114606931,Optimal,0
25,25,0.9902817051637118,0.056975686409297836,225,0.22999930381774902,3,272,272,rpi4-1,MobileNet,0.7067137809187279,0.8149601335253953,Optimal,0
26,26,0.8568260435038616,0.030323629349417857,226,0.29137182235717773,3,276,169,rpi4-1,MobileNet,0.7067137809187279,0.8596818204554932,Optimal,0
27,27,0.7108779499692206,0.0068571202106715535,227,0.24475431442260742,3,205,224,rpi4-1,MobileNet,0.7067137809187279,0.9384436169217697,Optimal,0
28,28,0.9853052682985625,0.26976567010275165,228,0.23223328590393066,3,43,43,rpi4-1,MobileNet,0.7067137809187279,0.8607042563100827,Optimal,0
29,29,0.7568240398881203,0.45884624997116175,229,0.2597782611846924,3,189,189,rpi4-1,MobileNet,0.7067137809187279,0.9749448705153039,Optimal,0
30,30,0.900984541676152,0.9427005979564915,230,0.23332595825195312,3,195,195,rpi4-1,MobileNet,0.7067137809187279,0.902864619621288,Optimal,0
31,31,0.2561732513596233,1.2422761460142853,231,0.25868797302246094,0,147,147,rpi4-1,AlexNet,0.5882352941176471,1.0,Optimal,0
32,32,0.9555021532345821,0.3951410804173655,232,0.2866981029510498,3,252,252,rpi4-1,MobileNet,0.7067137809187279,0.8756058138420729,Optimal,0
33,33,0.2155563854246103,0.7963936924537552,233,0.2174062728881836,0,123,123,rpi4-1,AlexNet,0.5882352941176471,1.0,Optimal,0
34,34,0.8403480896999062,1.0602132993611002,234,0.24120545387268066,3,147,147,rpi4-1,MobileNet,0.7067137809187279,0.9331828456094109,Optimal,0
35,35,0.838950779373332,0.9674233318721986,235,0.3918020725250244,3,302,302,rpi4-1,MobileNet,0.7067137809187279,0.9338815007726979,Optimal,0
36,36,0.6984804007395633,0.1498764845573182,236,0.25829005241394043,3,303,77,rpi4-1,MobileNet,0.7067137809187279,0.9728966080358444,Optimal,0
37,37,0.9346785922197927,0.07935883269337961,237,0.28415799140930176,3,252,252,rpi4-1,MobileNet,0.7067137809187279,0.834817804670487,Optimal,0
38,38,0.8160020990092952,0.025963758544239518,238,0.23821139335632324,3,256,256,rpi4-1,MobileNet,0.7067137809187279,0.8922939322516954,Optimal,0
39,39,0.882906546851328,0.08478205040172847,239,0.2584385871887207,3,321,321,rpi4-1,MobileNet,0.7067137809187279,0.8684894828369519,Optimal,0
40,40,0.9465599799962109,0.11611968764407331,240,0.26886725425720215,3,205,208,rpi4-1,MobileNet,0.7067137809187279,0.8418900088079764,Optimal,0
41,41,0.8380174655126733,0.07341134769185481,241,0.2765350341796875,3,208,208,rpi4-1,MobileNet,0.7067137809187279,0.8835672360810691,Optimal,0
42,42,0.9088728947049396,0.08610707713651551,242,0.31423091888427734,3,198,198,rpi4-1,MobileNet,0.7067137809187279,0.8418894826699537,Optimal,0
43,43,0.8740384227754857,0.2966791412666901,243,0.3111550807952881,3,290,290,rpi4-1,MobileNet,0.7067137809187279,0.9127186941894716,Optimal,0
44,44,0.9396452119076363,0.12699854463901247,244,0.2872598171234131,3,108,108,rpi4-1,MobileNet,0.7067137809187279,0.8434689663844457,Optimal,0
45,45,0.9215090936510903,0.08588111793546183,245,0.23878002166748047,3,11,11,rpi4-1,MobileNet,0.7067137809187279,0.8543776177008142,Optimal,0
46,46,0.9813732298083331,0.007045902306020391,246,0.2422010898590088,3,0,0,rpi4-1,MobileNet,0.7067137809187279,0.8038814786669504,Optimal,0
47,47,0.8527332371417049,0.19390627115477188,247,0.2250196933746338,3,840,119,rpi4-1,MobileNet,0.7067137809187279,0.919211916333546,Optimal,0
48,48,0.7238454761500911,0.3801673501774449,248,0.2796461582183838,3,215,215,rpi4-1,MobileNet,0.7067137809187279,0.9914341523843184,Optimal,0
49,49,0.7691090555791581,0.37454534514219034,249,0.2599759101867676,3,112,112,rpi4-1,MobileNet,0.7067137809187279,0.9688023626697849,Optimal,0
50,50,0.9706420491480344,0.2943042330661965,250,0.2831592559814453,3,281,281,rpi4-1,MobileNet,0.7067137809187279,0.8680358658853468,Optimal,0
51,51,0.8498182991324729,0.32144902302166883,251,0.30712318420410156,3,132,132,rpi4-1,MobileNet,0.7067137809187279,0.9284477408931275,Optimal,0
52,52,0.6578401551847441,0.5397045918035237,252,0.30371761322021484,3,230,230,rpi4-1,MobileNet,0.7067137809187279,1.0,Optimal,0
53,53,0.7716854477544126,0.3000992673403724,253,0.2316303253173828,3,175,280,rpi4-1,MobileNet,0.7067137809187279,0.9675141665821576,Optimal,0
54,54,0.7527070796119537,0.36150108317754603,254,0.2732822895050049,3,44,44,rpi4-1,MobileNet,0.7067137809187279,0.9770033506533871,Optimal,0
55,55,0.7747592445657493,0.06688080075700688,255,0.21486592292785645,3,151,151,rpi4-1,MobileNet,0.7067137809187279,0.9289809876337769,Optimal,0
56,56,0.9960014525472132,0.11853719779200145,256,0.22197914123535156,3,252,252,rpi4-1,MobileNet,0.7067137809187279,0.8294956783249199,Optimal,0
57,57,0.7572088405716706,0.13634826330235456,257,0.2721517086029053,3,31,31,rpi4-1,MobileNet,0.7067137809187279,0.940801608848391,Optimal,0
58,58,0.7790403953799596,0.04112454089549987,258,0.2765469551086426,3,158,165,rpi4-1,MobileNet,0.7067137809187279,0.9049810892160985,Optimal,0
59,59,0.7243488591515528,0.06235474422362806,259,0.3080003261566162,3,317,317,rpi4-1,MobileNet,0.7067137809187279,0.9297710654003406,Optimal,0
60,60,0.7361724258445166,0.029737567680187472,260,0.21191716194152832,3,121,121,rpi4-1,MobileNet,0.7067137809187279,0.9397257789717705,Optimal,0
61,61,0.8561562407143072,0.08872966705631957,261,0.3337283134460449,3,180,180,rpi4-1,MobileNet,0.7067137809187279,0.8640291085047791,Optimal,0
62,62,0.8245086011766667,0.12687813240545634,262,0.25930166244506836,3,201,201,rpi4-1,MobileNet,0.7067137809187279,0.9079967073611277,Optimal,0
63,63,0.8620642436238303,0.18937152331020748,263,0.28069138526916504,3,192,192,rpi4-1,MobileNet,0.7067137809187279,0.8994948031577095,Optimal,0
64,64,0.8734205584098598,0.11583229461063514,264,0.26289892196655273,3,60,60,rpi4-1,MobileNet,0.7067137809187279,0.8798799544154547,Optimal,0
65,65,0.9846665492504011,0.2448718771687216,265,0.24924850463867188,3,224,224,rpi4-1,MobileNet,0.7067137809187279,0.8599294589666758,Optimal,0
66,66,0.799688717681148,0.07076460596343224,266,0.35547304153442383,3,226,221,rpi4-1,MobileNet,0.7067137809187279,0.882335422726042,Optimal,0
67,67,0.7145414512137696,0.2630457114041509,267,0.34887170791625977,3,151,158,rpi4-1,MobileNet,0.7067137809187279,0.974629665724452,Optimal,0
68,68,0.4925293810341803,0.07986955999032005,268,0.24843978881835938,0,13,13,rpi4-1,AlexNet,0.5882352941176471,0.9578574427929902,Optimal,0
69,69,0.9155914186499414,0.06547545961948902,269,0.26064085960388184,3,130,130,rpi4-1,MobileNet,0.7067137809187279,0.8467698311382951,Optimal,0
70,70,0.7054576433697275,0.2808387935659357,270,0.3172755241394043,3,39,46,rpi4-1,MobileNet,0.7067137809187279,0.9908908173566329,Optimal,0
71,71,0.5380187490297605,0.3995580390278311,271,0.28979063034057617,0,301,301,rpi4-1,AlexNet,0.5882352941176471,1.0,Optimal,0
72,72,0.8481927500226243,0.01880285316571338,272,0.30629825592041016,3,55,59,rpi4-1,MobileNet,0.7067137809187279,0.8573866647593776,Optimal,0
73,73,0.7657270619486488,0.08247484209665341,273,0.2517578601837158,3,391,4,rpi4-1,MobileNet,0.7067137809187279,0.9281726049632739,Optimal,0
74,74,0.9592710917519706,0.0746683153351925,274,0.23275184631347656,3,263,263,rpi4-1,MobileNet,0.7067137809187279,0.8342004618388077,Optimal,0
75,75,0.9163599538940398,0.0902015962052095,275,0.27301955223083496,3,49,49,rpi4-1,MobileNet,0.7067137809187279,0.8494724245059377,Optimal,0
76,76,0.9728326815858696,0.1157873925282363,276,0.23969244956970215,3,56,56,rpi4-1,MobileNet,0.7067137809187279,0.8359642854060627,Optimal,0
77,77,0.5612133166880704,0.26291614481949577,277,0.21271729469299316,0,39,39,rpi4-1,AlexNet,0.5882352941176471,1.0,Optimal,0
78,78,0.8421523465197053,0.07817494575220325,278,0.23241066932678223,3,297,297,rpi4-1,MobileNet,0.7067137809187279,0.8937217863058666,Optimal,0
79,79,0.8349284082262263,0.06250172269548301,279,0.22617316246032715,3,72,72,rpi4-1,MobileNet,0.7067137809187279,0.8949748264050398,Optimal,0
80,80,0.6199536395272445,0.2779989903640651,280,0.2532923221588135,3,173,173,rpi4-1,MobileNet,0.7067137809187279,1.0,Optimal,0
81,81,0.8937517676654962,0.22188846689461386,281,0.2744431495666504,3,187,187,rpi4-1,MobileNet,0.7067137809187279,0.8933423359586068,Optimal,0
82,82,0.9868627244789563,0.006619282135740068,282,0.2534959316253662,3,58,45,rpi4-1,MobileNet,0.7067137809187279,0.7982063658474793,Optimal,0
83,83,0.7682404903580373,0.058014123081942426,283,0.22253847122192383,3,67,62,rpi4-1,MobileNet,0.7067137809187279,0.9281055582453499,Optimal,0
84,84,0.9902352077586914,0.5375308523615892,284,0.24058890342712402,3,148,147,rpi4-1,MobileNet,0.7067137809187279,0.8582392865800182,Optimal,0
85,85,0.4530895315932918,0.5071247475519811,285,0.20531296730041504,0,140,142,rpi4-1,AlexNet,0.5882352941176471,1.0,Optimal,0
86,86,0.9826273294151223,0.14138630983302672,286,0.27210497856140137,3,177,170,rpi4-1,MobileNet,0.7067137809187279,0.8293635585697092,Optimal,0
87,87,0.8306648151008484,0.11074088556387417,287,0.28006768226623535,3,218,218,rpi4-1,MobileNet,0.7067137809187279,0.8956927837333495,Optimal,0
88,88,0.9394757859019958,0.10036131630751574,288,0.22477221488952637,3,237,237,rpi4-1,MobileNet,0.7067137809187279,0.8525162728628635,Optimal,0
89,89,0.9022891444212667,0.7672861097161296,289,0.22111296653747559,3,301,301,rpi4-1,MobileNet,0.7067137809187279,0.9022123182487306,Optimal,0
90,90,0.9239446014857688,0.46823402503724176,290,0.25090885162353516,3,258,258,rpi4-1,MobileNet,0.7067137809187279,0.8913845897164796,Optimal,0
91,91,0.9639589747574062,0.0961492403662771,291,0.2240149974822998,3,166,167,rpi4-1,MobileNet,0.7067137809187279,0.8394109638016551,Optimal,0
