,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,client_id,served_model_name,served_accuracy,QoS,algorithm,mc_run
0,0,0.8361976957716986,0.06729741715377963,0,1.3549466133117676,3,60,44,rpi4-1,MobileNet,0.706766917293233,0.6133723117212703,Optimal,0
1,1,0.9132630987790389,0.16906885984597614,1,0.3571157455444336,3,74,74,rpi4-1,MobileNet,0.706766917293233,0.8497401878324827,Optimal,0
2,2,0.9653423228758827,0.14245096031349425,2,0.2613546848297119,3,307,307,rpi4-1,MobileNet,0.706766917293233,0.8409863660796207,Optimal,0
3,3,0.9969833505071157,0.06225658859671869,3,0.2557051181793213,3,238,238,rpi4-1,MobileNet,0.706766917293233,0.806529650997408,Optimal,0
4,4,0.8677460547053597,0.3800330661052481,4,0.27268123626708984,3,42,42,rpi4-1,MobileNet,0.706766917293233,0.9195104312939366,Optimal,0
5,5,0.8310223268688943,0.08366882962621565,5,0.2544541358947754,3,223,223,rpi4-1,MobileNet,0.706766917293233,0.8951759686450294,Optimal,0
6,6,0.8837647898000357,0.09092915908825122,6,0.29155850410461426,3,314,314,rpi4-1,MobileNet,0.706766917293233,0.861343727492508,Optimal,0
7,7,0.5900728597991338,0.13213809703600812,7,0.2879502773284912,0,15,15,rpi4-1,AlexNet,0.6176470588235294,0.9610469549268792,Optimal,0
8,8,0.9180644078348684,0.42726613006009473,8,0.26302456855773926,3,245,245,rpi4-1,MobileNet,0.706766917293233,0.8943512547291823,Optimal,0
9,9,0.7776711240463745,0.02580290161691144,9,0.34278368949890137,3,1,1,rpi4-1,MobileNet,0.706766917293233,0.8853026996529318,Optimal,0
10,10,0.9734690933673413,0.03761478521839422,10,0.3141820430755615,3,13,13,rpi4-1,MobileNet,0.706766917293233,0.797507097498654,Optimal,0
11,11,0.6549765117496236,0.023048328073090478,11,0.3614990711212158,3,46,39,rpi4-1,MobileNet,0.706766917293233,0.9153873142379687,Optimal,0
12,12,0.9787256556638173,0.0643699731629668,12,0.42406249046325684,3,295,295,rpi4-1,MobileNet,0.706766917293233,0.7740975014896354,Optimal,0
13,13,0.7081171274275946,0.016959343124037546,13,0.38677382469177246,3,13,13,rpi4-1,MobileNet,0.706766917293233,0.9068712745408856,Optimal,0
14,14,0.8939821060840312,0.12299275814014728,14,0.4379079341888428,3,264,264,rpi4-1,MobileNet,0.706766917293233,0.8276636115924271,Optimal,0
15,15,0.7969584076463038,0.012330928714038703,15,0.27814459800720215,3,46,55,rpi4-1,MobileNet,0.706766917293233,0.8884508375001738,Optimal,0
16,16,0.7333618782516533,0.08101755693978988,16,0.41937780380249023,3,146,146,rpi4-1,MobileNet,0.706766917293233,0.9021124578051147,Optimal,0
17,17,0.9110005962607879,0.04603913207053274,17,0.2973618507385254,3,320,320,rpi4-1,MobileNet,0.706766917293233,0.8350524808492243,Optimal,0
18,18,0.8284264951705379,0.017524791056475388,18,0.3525993824005127,3,125,125,rpi4-1,MobileNet,0.706766917293233,0.8554015632253382,Optimal,0
19,19,0.9067442693614245,0.04969932184731634,19,0.3032715320587158,3,312,312,rpi4-1,MobileNet,0.706766917293233,0.8366182714130543,Optimal,0
20,20,0.6677101522293801,0.2100300751239927,20,0.28016114234924316,3,303,303,rpi4-1,MobileNet,0.706766917293233,0.9824672331936875,Optimal,0
21,21,0.8436034362204138,0.1411507829478845,21,0.36957597732543945,3,271,269,rpi4-1,MobileNet,0.706766917293233,0.8744754419420209,Optimal,0
22,22,0.896643557794041,0.041192874277749966,22,0.39111828804016113,3,151,151,rpi4-1,MobileNet,0.706766917293233,0.8175803263089931,Optimal,0
23,23,0.8696423573642685,0.16928449970547094,23,0.3538808822631836,3,129,129,rpi4-1,MobileNet,0.706766917293233,0.8724131843250541,Optimal,0
24,24,0.9728274330384984,0.23209463833452185,24,0.3086268901824951,3,270,270,rpi4-1,MobileNet,0.706766917293233,0.847836679165374,Optimal,0
