,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,client_id,served_model_name,served_accuracy,QoS,algorithm,mc_run
0,0,0.7826390022351655,0.0975006423638392,0,1.392812728881836,3,237,237,True,True,rpi4-1,MobileNet,0.7074074074074074,0.6385561809566218,Optimal,0
1,1,0.9160784902973799,0.19375035410282995,1,1.2327654361724854,3,111,111,True,True,rpi4-1,MobileNet,0.7074074074074074,0.6359106880376,Optimal,0
2,2,0.7939651269004124,0.08599357842318855,2,0.7769777774810791,3,72,74,True,True,rpi4-1,MobileNet,0.7074074074074074,0.7839750904890248,Optimal,0
3,3,0.8439297904064358,0.09231577490955167,3,0.36419129371643066,3,310,310,True,True,rpi4-1,MobileNet,0.7074074074074074,0.8637699287987661,Optimal,0
4,4,0.9320589547793389,0.14186498103670095,4,0.3821837902069092,3,138,138,True,True,rpi4-1,MobileNet,0.7074074074074074,0.8275945240214821,Optimal,0
5,5,0.92029223728673,0.04629102433445411,5,0.39688706398010254,3,156,156,True,True,rpi4-1,MobileNet,0.7074074074074074,0.8059085751489266,Optimal,0
6,6,0.9239266560411599,0.11816138157444656,6,0.569603681564331,3,329,329,True,True,rpi4-1,MobileNet,0.7074074074074074,0.7788798006856525,Optimal,0
7,7,0.7525208567259646,0.014158323594436598,7,0.5446670055389404,3,231,231,True,True,rpi4-1,MobileNet,0.7074074074074074,0.8448161048545955,Optimal,0
8,8,0.8438191129410414,0.06517060991290478,8,0.29344916343688965,3,229,229,True,True,rpi4-1,MobileNet,0.7074074074074074,0.8747245088521868,Optimal,0
9,9,0.9750641376842445,0.14081917618204945,9,0.3398282527923584,3,95,95,True,True,rpi4-1,MobileNet,0.7074074074074074,0.8164193657090042,Optimal,0
10,10,0.9478605590669744,0.11853117632457262,10,0.3616623878479004,3,145,145,True,True,rpi4-1,MobileNet,0.7074074074074074,0.8189906212893845,Optimal,0
11,11,0.9007581086195519,0.11652392200415498,11,0.304180383682251,3,1,1,True,True,rpi4-1,MobileNet,0.7074074074074074,0.8564105339744037,Optimal,0
