,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,client_id,served_model_name,served_accuracy,QoS,algorithm,mc_run
0,0,0.9668625156401803,0.07274194890195078,0,0.40985870361328125,3,793,433,jetson,MobileNet,0.6,0.7322895535020773,Optimal,0
1,1,0.9866342272407366,0.12886526487098468,1,0.20211005210876465,3,842,842,jetson,MobileNet,0.6,0.7883716895701867,Optimal,0
2,2,0.9825371867878151,0.24290345515949271,2,0.23817157745361328,3,311,312,jetson,MobileNet,0.6,0.8087314066060924,Optimal,0
3,3,0.9614519470887422,0.08153599574818067,3,0.1537158489227295,3,548,548,jetson,MobileNet,0.6,0.8012290631619917,Optimal,0
4,4,0.8128253689055527,0.5647666860323625,4,0.15599370002746582,3,691,691,jetson,MobileNet,0.6,0.8935873155472236,Optimal,0
5,5,0.9341273958894841,0.024534321611639348,5,0.14630556106567383,3,257,257,jetson,MobileNet,0.6,0.8024934921917493,Optimal,0
6,6,0.8596950833495847,0.15927795786049134,6,0.156449556350708,3,951,951,jetson,MobileNet,0.6,0.8701524583252076,Optimal,0
7,7,0.9889336152724895,0.10530398766708415,7,0.1600022315979004,3,13,13,jetson,MobileNet,0.6,0.7918586313810512,Optimal,0
8,8,0.9733866148444941,0.10394282203930826,8,0.13644766807556152,3,855,686,jetson,MobileNet,0.6,0.8051804810686896,Optimal,0
9,9,0.9582797811189833,0.03387187783891124,9,0.12580060958862305,3,236,237,jetson,MobileNet,0.6,0.7978779265030804,Optimal,0
10,0,0.9668625156401803,0.07274194890195078,0,0.19265460968017578,3,793,433,jetson,MobileNet,0.6,0.7865905769853536,EGP,0
11,1,0.9866342272407366,0.12886526487098468,1,0.17120885848999023,3,842,842,jetson,MobileNet,0.6,0.7960969879748803,EGP,0
12,2,0.9825371867878151,0.24290345515949271,2,0.1351156234741211,3,311,312,jetson,MobileNet,0.6,0.8087314066060924,EGP,0
13,3,0.9614519470887422,0.08153599574818067,3,0.12353920936584473,3,548,548,jetson,MobileNet,0.6,0.8087732230512129,EGP,0
14,4,0.8128253689055527,0.5647666860323625,4,0.1206514835357666,3,691,691,jetson,MobileNet,0.6,0.8935873155472236,EGP,0
15,5,0.9341273958894841,0.024534321611639348,5,0.1401674747467041,3,257,257,jetson,MobileNet,0.6,0.8040280137714917,EGP,0
16,6,0.8596950833495847,0.15927795786049134,6,0.12714433670043945,3,951,951,jetson,MobileNet,0.6,0.8701524583252076,EGP,0
17,7,0.9889336152724895,0.10530398766708415,7,0.11908769607543945,3,13,13,jetson,MobileNet,0.6,0.8020872652616664,EGP,0
18,8,0.9733866148444941,0.10394282203930826,8,0.12905573844909668,3,855,686,jetson,MobileNet,0.6,0.8070284634753058,EGP,0
19,9,0.9582797811189833,0.03387187783891124,9,0.13808131217956543,3,236,237,jetson,MobileNet,0.6,0.7948077508553448,EGP,0
20,0,0.9668625156401803,0.07274194890195078,0,0.1595017910003662,3,793,433,jetson,MobileNet,0.6,0.794878781655306,AGP,0
21,1,0.9866342272407366,0.12886526487098468,1,0.12984681129455566,3,842,842,jetson,MobileNet,0.6,0.8064374997737389,AGP,0
22,2,0.9825371867878151,0.24290345515949271,2,0.1290576457977295,3,311,312,jetson,MobileNet,0.6,0.8087314066060924,AGP,0
23,3,0.9614519470887422,0.08153599574818067,3,0.1242227554321289,3,548,548,jetson,MobileNet,0.6,0.8086023365346419,AGP,0
24,4,0.8128253689055527,0.5647666860323625,4,0.13552618026733398,3,691,691,jetson,MobileNet,0.6,0.8935873155472236,AGP,0
25,5,0.9341273958894841,0.024534321611639348,5,0.12922382354736328,3,257,257,jetson,MobileNet,0.6,0.8067639265713269,AGP,0
26,6,0.8596950833495847,0.15927795786049134,6,0.15266013145446777,3,951,951,jetson,MobileNet,0.6,0.8701524583252076,AGP,0
27,7,0.9889336152724895,0.10530398766708415,7,0.12994098663330078,3,13,13,jetson,MobileNet,0.6,0.7993739426222011,AGP,0
28,8,0.9733866148444941,0.10394282203930826,8,0.1126713752746582,3,855,686,jetson,MobileNet,0.6,0.8111245542689154,AGP,0
29,9,0.9582797811189833,0.03387187783891124,9,0.1179959774017334,3,236,237,jetson,MobileNet,0.6,0.7998290845498028,AGP,0
30,0,0.9668625156401803,0.07274194890195078,0,0.17346715927124023,0,793,433,jetson,AlexNet,0.6,0.7913874395875875,Knapsack,0
31,1,0.9866342272407366,0.12886526487098468,1,0.11711335182189941,0,842,842,jetson,AlexNet,0.6,0.8066828863796317,Knapsack,0
32,2,0.9825371867878151,0.24290345515949271,2,0.11899375915527344,0,311,312,jetson,AlexNet,0.6,0.8087314066060924,Knapsack,0
33,3,0.9614519470887422,0.08153599574818067,3,0.10697221755981445,0,548,548,jetson,AlexNet,0.6,0.8129149710027205,Knapsack,0
34,4,0.8128253689055527,0.5647666860323625,4,0.1487894058227539,0,691,691,jetson,AlexNet,0.6,0.8935873155472236,Knapsack,0
35,5,0.9341273958894841,0.024534321611639348,5,0.1219933032989502,0,257,257,jetson,AlexNet,0.6,0.8085715566334302,Knapsack,0
36,6,0.8596950833495847,0.15927795786049134,6,0.11198210716247559,0,988,951,jetson,AlexNet,0.6,0.8701524583252076,Knapsack,0
37,7,0.9889336152724895,0.10530398766708415,7,0.10924506187438965,0,13,13,jetson,AlexNet,0.6,0.8045479238119289,Knapsack,0
38,8,0.9733866148444941,0.10394282203930826,8,0.1130988597869873,0,883,686,jetson,AlexNet,0.6,0.8110176831408331,Knapsack,0
