,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,client_id,served_model_name,served_accuracy,QoS,algorithm,mc_run
0,0,0.8395099708283084,0.0035655688746059878,0,0.5985972881317139,3,42,42,rpi4-1,MobileNet,0.7431506849315068,0.8030624272373224,Optimal,0
1,1,0.9685430446746135,0.07153550946566226,1,0.3515326976776123,3,80,80,rpi4-1,MobileNet,0.7431506849315068,0.8173045230754592,Optimal,0
2,2,0.8566661513806659,0.0571687787593019,2,0.25551438331604004,3,75,75,rpi4-1,MobileNet,0.7431506849315068,0.8936558656362359,Optimal,0
3,3,0.7103081605914736,0.08582489318075362,3,0.24814414978027344,3,209,209,rpi4-1,MobileNet,0.7431506849315068,0.9594201858501201,Optimal,0
4,4,0.8245510540931119,0.016714671936876428,4,0.25399327278137207,3,189,245,rpi4-1,MobileNet,0.7431506849315068,0.8999801652080736,Optimal,0
5,5,0.8914075994150149,0.010559912304291293,5,0.23914456367492676,3,60,62,rpi4-1,MobileNet,0.7431506849315068,0.8687253799155871,Optimal,0
6,6,0.652223206080097,0.004386319984854898,6,0.3814108371734619,3,332,332,rpi4-1,MobileNet,0.7431506849315068,0.9057438707028482,Optimal,0
7,7,0.605671596799839,0.033024080175152716,7,0.26363682746887207,3,253,211,rpi4-1,MobileNet,0.7431506849315068,0.9423468131765702,Optimal,0
8,8,0.9297306023222174,0.0026521284245285383,8,0.3395652770996094,3,101,101,rpi4-1,MobileNet,0.7431506849315068,0.8224817541358745,Optimal,0
9,9,0.9314384073335321,0.024599972448959683,9,0.24460315704345703,3,265,265,rpi4-1,MobileNet,0.7431506849315068,0.850855342650363,Optimal,0
10,10,0.8510479556989978,0.02120416839549465,10,0.31462669372558594,3,108,108,rpi4-1,MobileNet,0.7431506849315068,0.8726957332837317,Optimal,0
11,11,0.9370438135931471,0.0035574935341086246,11,0.27309393882751465,3,104,104,rpi4-1,MobileNet,0.7431506849315068,0.8356693243458283,Optimal,0
12,12,0.6829373461076176,0.005027798832224485,12,0.24216365814208984,3,183,183,rpi4-1,MobileNet,0.7431506849315068,0.9407160351725337,Optimal,0
13,13,0.9928757343564624,0.027587456456234612,13,0.23511576652526855,3,119,119,rpi4-1,MobileNet,0.7431506849315068,0.8232553977702637,Optimal,0
14,14,0.9080017094657413,0.014460003662264376,14,0.23633599281311035,3,69,69,rpi4-1,MobileNet,0.7431506849315068,0.8621054904451713,Optimal,0
15,15,0.8752177015435085,0.1717965594728243,15,0.2913491725921631,3,4,4,rpi4-1,MobileNet,0.7431506849315068,0.9040783384141644,Optimal,0
16,16,0.866710621633868,0.02128057077011525,16,0.2656843662261963,3,298,81,rpi4-1,MobileNet,0.7431506849315068,0.8771190827847991,Optimal,0
17,17,0.9482991240689357,0.009537224248758983,17,0.24811816215515137,3,242,182,rpi4-1,MobileNet,0.7431506849315068,0.8377805459546874,Optimal,0
18,18,0.8275746687421047,0.039798553933042734,18,0.2592012882232666,3,90,90,rpi4-1,MobileNet,0.7431506849315068,0.902937324522145,Optimal,0
19,19,0.854743019583327,0.05387275252898856,19,0.3034536838531494,3,251,251,rpi4-1,MobileNet,0.7431506849315068,0.8818085998430497,Optimal,0
