,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_pre_accuracy,QoS,served_accuracy,post-QoS
0,0,0.9993729366791423,0.5804719923619881,200,0.3431234359741211,3,87,87,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.9155600697295609,0.7196921103271328,0.8601595868239953
1,1,0.9914801827217747,0.3814579656060635,201,0.26525163650512695,3,291,291,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8658193588243,0.7196921103271328,0.864105963802679
2,2,0.98559566977436,0.5684243823606963,202,0.22916078567504883,3,48,48,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8769005623695934,0.7196921103271328,0.8670482202763864
3,3,0.9827484340283602,0.4475236141493763,203,0.2119443416595459,3,509,61,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8610865177783847,0.7196921103271328,0.8684718381493863
4,4,0.935873850278607,0.47331160947118595,204,0.23083090782165527,3,159,159,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8731669573207443,0.7196921103271328,0.8919091300242629
5,5,0.9672471896032659,0.5633270848236638,205,0.22546696662902832,3,292,292,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.9999,0.7196921103271328,0.8762224603619334
6,6,0.9914186775056697,0.6855628120776309,206,0.21198630332946777,3,265,183,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8643682553649104,0.7196921103271328,0.8641367164107315
7,7,0.949929060523659,0.4448735954363171,207,0.22702932357788086,3,48,41,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.9139489102546245,0.7196921103271328,0.8848815249017369
8,8,0.996312017272397,0.6757087235715799,208,0.2540161609649658,3,37,37,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.889604053993023,0.7196921103271328,0.8616900465273678
9,9,0.9994779671598836,0.7197292419205374,209,0.24278807640075684,3,58,58,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8671867795034917,0.7196921103271328,0.8601070715836245
10,10,0.9407593385847276,0.445378609895649,210,0.25554919242858887,3,258,258,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.9209769514752582,0.7196921103271328,0.8894663858712026
11,11,0.9382464028616218,0.5243550060700236,211,0.23116374015808105,3,286,286,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8913203393840845,0.7196921103271328,0.8907228537327555
12,12,0.9736876128355403,0.4616037401344387,212,0.26154398918151855,3,203,203,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8637203256788036,0.7196921103271328,0.8730022487457962
13,13,0.930242020744737,0.6809683341844884,213,0.22726774215698242,3,44,44,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.9132357324097324,0.7196921103271328,0.8947250447911979
14,14,0.9398144683303632,0.3340515741838994,214,0.2680065631866455,3,278,278,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8780711823506303,0.7196921103271328,0.8899388209983847
15,15,0.9722396303572419,0.48648457380119964,215,0.21724724769592285,3,11,11,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8606327691401725,0.7196921103271328,0.8737262399849455
16,16,0.9788965021595346,0.44690098873158246,216,0.235274076461792,3,38,38,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8731321728495767,0.7196921103271328,0.8703978040837991
17,17,0.9558261934330741,0.6773646377907322,217,0.24298381805419922,3,236,236,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8689542863725019,0.7196921103271328,0.8819329584470293
18,18,0.9711607358611091,0.5999933326489614,218,0.2186431884765625,3,118,118,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.877287358563912,0.7196921103271328,0.8742656872330119
19,19,0.8372003323505951,0.6084396523274865,219,0.3025963306427002,3,226,175,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8953175070706886,0.7196921103271328,0.9412458889882689
20,20,0.9761648597727548,0.5010565389033725,220,0.24423813819885254,3,274,274,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8638833985452199,0.7196921103271328,0.871763625277189
21,21,0.9090944381574703,0.49251143976501943,221,0.2657191753387451,3,849,112,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.8942536192068186,0.7196921103271328,0.9052988360848313
22,22,0.9414346553924018,0.37929696683675235,222,0.2364671230316162,3,141,141,False,True,Optimal,0,rpi4-1,MobileNet,0.71878,0.9142531688773885,0.7196921103271328,0.8891287274673655
