,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_pre_accuracy,QoS,served_accuracy,post-QoS
0,0,0.9980840837529897,0.48453455727678263,200,1.4329414367675781,1,550,550,True,True,Optimal,0,jetson,DenseNet,0.77138,0.3913056887780509,0.7613226124056449,0.40741582458092984
1,1,0.9482197553671191,0.3265020052410918,201,0.8160076141357422,1,361,361,True,True,Optimal,0,jetson,DenseNet,0.77138,0.3922174940758445,0.7613226124056449,0.6617986240719378
2,2,0.994436323678349,0.3416229752889079,202,1.0253136157989502,1,605,605,True,True,Optimal,0,jetson,DenseNet,0.77138,0.40208959522058346,0.7613226124056449,0.5415978241086268
3,3,0.9320423846409223,0.554372110293891,203,1.0257389545440674,1,510,536,True,True,Optimal,0,jetson,DenseNet,0.77138,0.39199973996513665,0.7613226124056449,0.6789566917572731
4,4,0.933931506447824,0.5480417593504631,204,0.8135733604431152,1,363,363,True,True,Optimal,0,jetson,DenseNet,0.77138,0.3916331111063801,0.7613226124056449,0.7809297524325844
5,5,0.9913716882322422,0.47206037463975,205,0.8197178840637207,1,596,549,True,True,Optimal,0,jetson,DenseNet,0.77138,0.42235288312289737,0.7613226124056449,0.711146707374716
6,6,0.9672628126318639,0.3095623483338986,206,0.8200786113739014,1,615,615,True,True,Optimal,0,jetson,DenseNet,0.77138,0.4229488000469626,0.7613226124056449,0.6417717683668891
7,7,0.9398281691732739,0.7567854612433123,207,1.020350694656372,1,490,490,True,True,Optimal,0,jetson,DenseNet,0.77138,0.3952065662112599,0.7613226124056449,0.7789646049096556
8,8,0.9578795878486941,0.3708927988209129,208,0.8175971508026123,1,526,526,True,True,Optimal,0,jetson,DenseNet,0.77138,0.4047570967114431,0.7613226124056449,0.6783693362876257
9,9,0.9432710123679144,0.5764399541363603,209,0.8200855255126953,1,439,608,True,True,Optimal,0,jetson,DenseNet,0.77138,0.3956055202977779,0.7613226124056449,0.7872030143306977
10,10,0.9322440869309985,0.3514919710032883,210,0.8153266906738281,1,404,404,True,True,Optimal,0,jetson,DenseNet,0.77138,0.44010048592702117,0.7613226124056449,0.6826219029020533
11,11,0.9759510906102827,0.2967850993520641,211,0.8200685977935791,1,476,476,True,True,Optimal,0,jetson,DenseNet,0.77138,0.3860021197263131,0.7613226124056449,0.6310440116769236
12,12,0.8397190132658653,0.7173481108775671,212,1.0258970260620117,1,569,569,True,True,Optimal,0,jetson,DenseNet,0.77138,0.3918743915059374,0.7613226124056449,0.8065273419776675
13,13,0.9459544285415463,0.5668795497094358,213,0.8181507587432861,1,410,410,True,True,Optimal,0,jetson,DenseNet,0.77138,0.3989087749851329,0.7613226124056449,0.7820484874151241
14,14,0.9517652829643143,0.4886005268365392,214,0.8143386840820312,1,647,647,True,True,Optimal,0,jetson,DenseNet,0.77138,0.4336732270333412,0.7613226124056449,0.7419095860979192
15,15,0.9818109867095248,0.30981575860911825,215,0.8148128986358643,1,425,425,True,True,Optimal,0,jetson,DenseNet,0.77138,0.42858366858533503,0.7613226124056449,0.637257242834687
16,16,0.9866619538831946,0.5786014389769913,216,0.8202271461486816,1,365,365,True,True,Optimal,0,jetson,DenseNet,0.77138,0.4127376089124685,0.7613226124056449,0.7665174756753801
17,17,0.9844717972958632,0.5613074480415281,217,0.822502613067627,1,625,625,True,True,Optimal,0,jetson,DenseNet,0.77138,0.40736736201855234,0.7613226124056449,0.7578278250418414
18,18,0.9672738010536739,0.41191628489133536,218,0.6089951992034912,1,636,636,True,True,Optimal,0,jetson,DenseNet,0.77138,0.42947976406346483,0.7613226124056449,0.7984849485199076
19,19,0.9373952626896003,0.5328178938854697,219,0.8261494636535645,1,445,445,True,True,Optimal,0,jetson,DenseNet,0.77138,0.401165944114803,0.7613226124056449,0.765297889973975
20,20,0.9292422404964259,0.3140589545749277,220,0.811429500579834,1,614,614,True,True,Optimal,0,jetson,DenseNet,0.77138,0.4563156138467397,0.7613226124056449,0.6673549129521563
21,21,0.9908121680001313,0.4132816292135384,221,0.8154306411743164,1,524,524,True,True,Optimal,0,jetson,DenseNet,0.77138,0.4035632418466216,0.7613226124056449,0.6841807162223679
22,22,0.9723694133639621,0.6634600733581113,222,0.8196430206298828,1,555,555,True,True,Optimal,0,jetson,DenseNet,0.77138,0.4763734294542253,0.7613226124056449,0.8163851258849557
23,23,0.9723139235461268,0.7027837837235732,223,1.0218846797943115,1,365,379,True,True,Optimal,0,jetson,DenseNet,0.77138,0.3950324901502978,0.7613226124056449,0.7349538963943899
24,24,0.9454043352329813,0.4183511170808635,224,0.8180937767028809,1,394,394,True,True,Optimal,0,jetson,DenseNet,0.77138,0.464181670096145,0.7613226124056449,0.7080878087753231
25,25,0.9273774096167512,0.40498811738257434,225,1.0288426876068115,1,458,458,True,True,Optimal,0,jetson,DenseNet,0.77138,0.3990277331263559,0.7613226124056449,0.6050453162823283
26,26,0.91724540842035,0.4319538783459273,226,1.022719383239746,1,456,456,True,True,Optimal,0,jetson,DenseNet,0.77138,0.3907709184160519,0.7613226124056449,0.6266558495457382
27,27,0.9293261968940523,0.6995885315255475,227,1.019230842590332,1,555,555,True,True,Optimal,0,jetson,DenseNet,0.77138,0.3863133090445515,0.7613226124056449,0.756177052223404
28,28,0.9565453044373838,0.6268021373789933,228,1.0272448062896729,1,612,612,True,True,Optimal,0,jetson,DenseNet,0.77138,0.4352418581618563,0.7613226124056449,0.7021673195287907
29,29,0.9133685832157212,0.47129698702321166,229,1.018294334411621,1,389,395,True,True,Optimal,0,jetson,DenseNet,0.77138,0.39840414000875873,0.7613226124056449,0.6504783409007571
30,30,0.8772143032164534,0.4903949302855214,230,1.028648853302002,1,569,569,True,True,Optimal,0,jetson,DenseNet,0.77138,0.43745527696318165,0.7613226124056449,0.6729271930863554
31,31,0.8729901193165718,0.3307634056926563,231,1.0153286457061768,1,456,456,True,True,Optimal,0,jetson,DenseNet,0.77138,0.41117145812403744,0.7613226124056449,0.6018836265377763
32,32,0.9949565553712656,0.4347362971199578,232,0.8380143642425537,1,454,454,True,True,Optimal,0,jetson,DenseNet,0.77138,0.405004966239333,0.7613226124056449,0.6815439949558917
33,33,0.8702730337848547,0.3648881578722143,233,1.0172419548034668,1,617,617,True,True,Optimal,0,jetson,DenseNet,0.77138,0.4671881908868425,0.7613226124056449,0.6193478908447689
34,34,0.9736599666044053,0.4483652290834885,234,1.0090820789337158,1,529,529,True,True,Optimal,0,jetson,DenseNet,0.77138,0.4085438678385856,0.7613226124056449,0.6134728979755062
35,35,0.9047994950035716,0.2911464046341584,235,0.8174173831939697,1,524,469,True,True,Optimal,0,jetson,DenseNet,0.77138,0.43121458905611154,0.7613226124056449,0.665126069421131
36,36,0.8698011454043422,0.4532620894493444,236,0.8171813488006592,1,427,427,True,True,Optimal,0,jetson,DenseNet,0.77138,0.40740366139775325,0.7613226124056449,0.763801103824994
37,37,0.7280138077115502,0.5161716225766318,237,0.29232168197631836,0,498,498,True,True,Optimal,0,jetson,AlexNet,0.56522,0.4127703409921984,0.5957142857142858,0.9338502390013678
38,38,0.8753619793501352,0.5781925745746097,238,0.7290399074554443,1,583,583,True,True,Optimal,0,jetson,DenseNet,0.77138,0.3858607436770392,0.7613226124056449,0.8675566500873375
39,39,0.960043553499186,0.5169409070264452,239,0.8263471126556396,1,559,541,True,True,Optimal,0,jetson,DenseNet,0.77138,0.46326606294609296,0.7613226124056449,0.7459364266386322
40,40,0.9869066435340949,0.4875237969337421,240,0.823277473449707,1,651,651,True,True,Optimal,0,jetson,DenseNet,0.77138,0.3929357846148902,0.7613226124056449,0.7193311461777925
41,41,0.9301956939561714,0.610914486229864,241,1.0136802196502686,1,802,627,True,True,Optimal,0,jetson,DenseNet,0.77138,0.39470803439231006,0.7613226124056449,0.7141805925145345
42,42,0.9933210128313856,0.32752825582706846,242,0.6145682334899902,1,366,366,True,True,Optimal,0,jetson,DenseNet,0.77138,0.4319832884421793,0.7613226124056449,0.7404808109556688
43,43,0.9251888179144373,0.6050971776979663,243,0.8171730041503906,1,418,647,True,True,Optimal,0,jetson,DenseNet,0.77138,0.40779804544813814,0.7613226124056449,0.8120289840193917
44,44,0.8815726013441201,0.29321719027530246,244,1.0227456092834473,1,681,620,True,True,Optimal,0,jetson,DenseNet,0.77138,0.44846413728549,0.7613226124056449,0.57511079602669
45,45,0.9892838573088382,0.4047516212525527,245,1.0219249725341797,1,547,547,True,True,Optimal,0,jetson,DenseNet,0.77138,0.4409005873827266,0.7613226124056449,0.5774327019075899
46,46,0.9997030070115845,0.4849178226790763,246,1.0255403518676758,1,660,660,True,True,Optimal,0,jetson,DenseNet,0.77138,0.42974133662194225,0.7613226124056449,0.6104985381027304
47,47,0.9951397403205982,0.5175352118667351,247,0.8191039562225342,1,346,346,True,True,Optimal,0,jetson,DenseNet,0.77138,0.39048824147141276,0.7613226124056449,0.7323070638646239
48,48,0.8304653051569473,0.4366391075190956,248,0.8192369937896729,1,374,374,True,True,Optimal,0,jetson,DenseNet,0.77138,0.38745247078438505,0.7613226124056449,0.7741297104890602
